item_id,order_id,product_sku,quantity,unit_price,line_discount,line_total,warehouse,line_status,gift_wrap,weight_g
27,9,SKU-0016,6,187.94,0,1127.61,CGN1,picked,false,72378.0
28,10,SKU-0010,6,244.68,0,1468.07,BER3,open,false,100086.0
29,10,SKU-0085,1,232.97,0,232.97,BER3,open,false,17071.0
30,10,SKU-0061,3,16.35,5.0,44.04,BER3,picked,false,1437.0
31,11,SKU-0072,6,303.64,0,1821.86,HH1,invoiced,false,4494.0
32,11,SKU-0062,4,329.46,2.5,1315.34,HH1,open,false,106872.0
33,11,SKU-0114,3,354.38,2.5,1060.63,HH1,picked,false,21390.0
34,12,SKU-0038,1,167.18,0,167.18,MUC2,shipped,false,404.0
35,12,SKU-0055,5,94.86,0,474.3,MUC2,picked,false,72700.0
36,12,SKU-0009,6,234.5,5.0,1402.01,MUC2,picked,false,97428.0
37,13,SKU-0037,1,280.19,0,280.19,MUC2,invoiced,false,2898.0
38,13,SKU-0089,3,47.9,5.0,138.7,MUC2,open,false,3957.0
39,13,SKU-0069,6,366.83,0,2200.96,MUC2,picked,false,152844.0
40,14,SKU-0013,2,350.07,0,700.14,HH1,shipped,false,34292.0
41,14,SKU-0012,6,53.98,0,323.87,HH1,shipped,false,12588.0
42,14,SKU-0026,3,110.4,2.5,328.71,HH1,picked,false,60384.0
43,15,SKU-0020,2,160.57,0,321.15,CGN1,picked,false,52604.0
44,15,SKU-0102,1,88.23,5.0,83.23,CGN1,shipped,false,2207.0
45,15,SKU-0107,2,324.33,5.0,643.66,CGN1,open,false,13280.0
46,16,SKU-0016,2,183.97,5.0,362.94,HH1,picked,false,24126.0
47,16,SKU-0001,6,201.92,5.0,1206.54,HH1,invoiced,false,147540.0
48,16,SKU-0019,6,290.31,2.5,1739.38,HH1,open,false,58938.0
49,17,SKU-0041,4,281.03,0,1124.11,CGN1,invoiced,false,62336.0
50,17,SKU-0007,2,100.71,5.0,196.43,CGN1,invoiced,false,54266.0
51,17,SKU-0071,1,28.02,5.0,23.02,CGN1,open,false,439.0
52,18,SKU-0071,6,28.28,0,169.66,HH1,shipped,false,2634.0
53,18,SKU-0120,1,161.88,0,161.88,HH1,picked,false,13998.0
54,18,SKU-0027,3,279.74,0,839.22,HH1,invoiced,false,4362.0
55,19,SKU-0006,1,231.61,0,231.61,BER3,shipped,true,15039.0
56,19,SKU-0021,1,393.11,0,393.11,BER3,open,false,12247.0
57,19,SKU-0025,2,296.27,2.5,590.05,BER3,picked,false,37710.0
58,20,SKU-0093,6,116.24,0,697.42,CGN1,picked,false,89280.0
59,20,SKU-0081,4,101.46,2.5,403.34,CGN1,shipped,false,11288.0
60,20,SKU-0106,6,264.96,0,1589.77,CGN1,picked,false,46050.0
61,21,SKU-0005,6,284.74,5.0,1703.45,MUC2,picked,false,110814.0
62,21,SKU-0059,2,100.35,0,200.7,MUC2,open,false,19392.0
63,21,SKU-0088,5,286.83,0,1434.16,MUC2,shipped,false,85090.0
64,22,SKU-0092,1,11.51,2.5,9.01,CGN1,shipped,false,6851.0
65,22,SKU-0029,4,187.85,0,751.4,CGN1,picked,false,49376.0
66,22,SKU-0091,3,349.85,0,1049.56,CGN1,open,false,48231.0
67,23,SKU-0035,3,299.04,0,897.11,HH1,shipped,false,16866.0
68,23,SKU-0032,4,331.99,2.5,1325.44,HH1,picked,false,48928.0
69,23,SKU-0108,5,385.36,0,1926.79,HH1,open,false,97525.0
70,24,SKU-0105,2,256.31,0,512.61,BER3,shipped,false,44890.0
71,24,SKU-0027,5,275.24,0,1376.22,BER3,open,false,7270.0
72,24,SKU-0085,4,229.23,2.5,914.43,BER3,shipped,false,68284.0
73,25,SKU-0025,3,288.84,0,866.53,MUC2,picked,false,56565.0
74,25,SKU-0021,4,402.76,0,1611.04,MUC2,shipped,false,48988.0
75,25,SKU-0093,1,120.37,5.0,115.37,MUC2,picked,false,14880.0
76,26,SKU-0077,3,228.84,2.5,684.01,HH1,shipped,false,23400.0
77,26,SKU-0018,1,388.73,0,388.73,HH1,picked,false,22472.0
78,26,SKU-0039,5,152.28,0,761.39,HH1,open,false,86325.0
79,27,SKU-0031,1,191.97,2.5,189.47,HH1,shipped,false,13382.0
80,27,SKU-0007,6,103.48,2.5,618.38,HH1,shipped,false,162798.0
81,27,SKU-0074,2,205.48,0,410.97,HH1,open,false,49594.0
82,28,SKU-0095,6,258.15,0,1548.92,CGN1,shipped,false,25614.0
83,28,SKU-0086,2,307.88,0,615.76,CGN1,picked,false,3990.0
84,28,SKU-0030,1,117.02,0,117.02,CGN1,open,false,19794.0
85,29,SKU-0023,4,126.31,0,505.25,CGN1,open,false,21648.0
86,29,SKU-0031,3,194.45,0,583.36,CGN1,open,false,40146.0
87,29,SKU-0057,4,439.36,0,1757.45,CGN1,open,false,57092.0
88,30,SKU-0023,4,122.6,0,490.39,MUC2,open,false,21648.0
89,30,SKU-0118,4,356.63,2.5,1424.01,MUC2,picked,false,95080.0
90,30,SKU-0011,2,324.21,2.5,645.92,MUC2,picked,false,52350.0
91,31,SKU-0093,1,116.79,0,116.79,HH1,invoiced,false,14880.0
92,31,SKU-0104,3,91.46,0,274.39,HH1,open,false,81114.0
93,31,SKU-0072,5,301.35,2.5,1504.25,HH1,shipped,false,3745.0
94,32,SKU-0066,3,254.91,2.5,762.22,HH1,invoiced,false,58032.0
95,32,SKU-0087,5,77.27,2.5,383.85,HH1,invoiced,false,108815.0
96,32,SKU-0027,5,267.45,2.5,1334.74,HH1,invoiced,true,7270.0
97,33,SKU-0052,6,186.09,2.5,1114.03,MUC2,open,false,15618.0
98,33,SKU-0031,5,195.25,0,976.26,MUC2,invoiced,false,66910.0
99,33,SKU-0072,6,305.15,0,1830.91,MUC2,invoiced,false,4494.0
100,34,SKU-0008,2,208.51,0,417.02,HH1,invoiced,false,51892.0
101,34,SKU-0083,5,242.41,0,1212.07,HH1,shipped,false,113695.0
102,34,SKU-0023,3,124.33,0,373.0,HH1,picked,false,16236.0
103,35,SKU-0010,1,243.43,5.0,238.43,HH1,open,false,16681.0
104,35,SKU-0025,5,280.07,2.5,1397.87,HH1,invoiced,false,94275.0
105,35,SKU-0090,2,262.83,5.0,520.65,HH1,open,false,9922.0
106,36,SKU-0017,2,267.22,0,534.44,HH1,shipped,false,54538.0
107,36,SKU-0008,3,212.27,0,636.82,HH1,invoiced,false,77838.0
108,36,SKU-0085,2,229.48,0,458.97,HH1,shipped,false,34142.0
109,37,SKU-0023,4,122.06,0,488.24,HH1,open,false,21648.0
110,37,SKU-0010,2,235.79,2.5,469.09,HH1,shipped,false,33362.0
111,37,SKU-0021,2,378.97,5.0,752.94,HH1,picked,false,24494.0
112,38,SKU-0031,5,201.28,0,1006.42,HH1,shipped,false,66910.0
113,38,SKU-0078,6,47.27,5.0,278.64,HH1,shipped,false,29520.0
114,38,SKU-0035,4,292.94,2.5,1169.27,HH1,picked,false,22488.0
115,39,SKU-0066,3,262.52,0,787.57,CGN1,invoiced,false,58032.0
116,39,SKU-0099,1,243.92,0,243.92,CGN1,invoiced,false,22109.0
117,39,SKU-0009,4,242.82,0,971.27,CGN1,picked,false,64952.0
118,40,SKU-0043,5,132.52,0,662.58,BER3,invoiced,false,38110.0
119,40,SKU-0012,1,51.68,0,51.68,BER3,shipped,false,2098.0
120,40,SKU-0018,3,390.0,2.5,1167.51,BER3,open,false,67416.0
121,41,SKU-0001,6,188.34,2.5,1127.55,CGN1,shipped,false,147540.0
122,41,SKU-0002,4,318.35,0,1273.39,CGN1,invoiced,false,108016.0
123,41,SKU-0048,6,142.75,0,856.53,CGN1,invoiced,false,102534.0
124,42,SKU-0025,2,282.72,5.0,560.44,HH1,shipped,false,37710.0
125,42,SKU-0058,2,110.74,0,221.48,HH1,picked,false,43292.0
126,42,SKU-0115,5,331.45,2.5,1654.77,HH1,open,false,125275.0
127,43,SKU-0116,2,175.49,2.5,348.49,CGN1,invoiced,false,30592.0
128,43,SKU-0074,1,210.24,0,210.24,CGN1,open,false,24797.0
129,43,SKU-0004,1,215.56,0,215.56,CGN1,invoiced,false,7833.0
130,44,SKU-0052,6,196.19,0,1177.12,MUC2,picked,false,15618.0
131,44,SKU-0009,3,245.56,0,736.69,MUC2,open,false,48714.0
132,44,SKU-0005,4,291.1,0,1164.38,MUC2,shipped,false,73876.0
133,45,SKU-0011,2,321.48,5.0,637.97,CGN1,open,false,52350.0
134,45,SKU-0015,3,257.48,5.0,767.45,CGN1,shipped,true,53571.0
135,45,SKU-0022,2,67.0,5.0,128.99,CGN1,picked,false,53142.0
136,46,SKU-0118,4,335.58,0,1342.31,BER3,invoiced,false,95080.0
137,46,SKU-0002,2,325.79,0,651.58,BER3,invoiced,false,54008.0
138,46,SKU-0057,4,429.37,5.0,1712.46,BER3,invoiced,false,57092.0
139,47,SKU-0030,2,111.83,2.5,221.16,MUC2,shipped,false,39588.0
140,47,SKU-0092,1,11.24,0,11.24,MUC2,open,false,6851.0
141,47,SKU-0077,5,228.29,0,1141.47,MUC2,picked,true,39000.0
142,48,SKU-0097,4,350.45,5.0,1396.81,MUC2,invoiced,false,50480.0
143,48,SKU-0081,2,104.62,0,209.24,MUC2,open,false,5644.0
144,48,SKU-0001,4,189.12,5.0,751.47,MUC2,open,false,98360.0
145,49,SKU-0114,2,359.23,0,718.47,CGN1,invoiced,false,14260.0
146,49,SKU-0096,1,264.51,0,264.51,CGN1,shipped,false,1101.0
147,49,SKU-0019,5,279.13,0,1395.65,CGN1,picked,false,49115.0
148,50,SKU-0022,2,71.66,5.0,138.33,BER3,shipped,false,53142.0
149,50,SKU-0112,5,105.04,0,525.18,BER3,picked,false,108065.0
150,50,SKU-0029,4,179.99,5.0,714.95,BER3,invoiced,false,49376.0
151,51,SKU-0011,3,315.78,0,947.35,BER3,picked,false,78525.0
152,51,SKU-0038,3,169.05,5.0,502.14,BER3,shipped,false,1212.0
153,51,SKU-0119,5,95.34,0,476.7,BER3,invoiced,false,132850.0
154,52,SKU-0087,5,73.82,2.5,366.58,MUC2,open,false,108815.0
155,52,SKU-0011,5,312.63,0,1563.17,MUC2,open,false,130875.0
156,52,SKU-0014,1,38.24,5.0,33.24,MUC2,open,false,20107.0
157,53,SKU-0088,5,288.7,2.5,1441.01,HH1,invoiced,false,85090.0
158,53,SKU-0096,6,257.29,2.5,1541.23,HH1,open,false,6606.0
159,53,SKU-0090,5,264.06,0,1320.31,HH1,open,false,24805.0
160,54,SKU-0039,3,151.85,0,455.55,CGN1,invoiced,false,51795.0
161,54,SKU-0057,1,427.12,0,427.12,CGN1,invoiced,false,14273.0
162,54,SKU-0077,4,225.16,5.0,895.64,CGN1,open,false,31200.0
163,55,SKU-0036,1,217.12,5.0,212.12,MUC2,open,false,21789.0
164,55,SKU-0003,5,227.57,0,1137.84,MUC2,picked,false,47495.0
165,55,SKU-0071,4,26.94,0,107.77,MUC2,picked,false,1756.0
166,56,SKU-0029,6,188.59,2.5,1129.03,CGN1,open,false,74064.0
167,56,SKU-0044,5,132.82,0,664.08,CGN1,open,false,101510.0
168,56,SKU-0064,2,265.57,2.5,528.64,CGN1,picked,false,31736.0
169,57,SKU-0080,6,19.41,0,116.46,CGN1,invoiced,false,12624.0
170,57,SKU-0090,3,264.87,0,794.6,CGN1,invoiced,false,14883.0
171,57,SKU-0005,3,284.44,2.5,850.83,CGN1,open,false,55407.0
172,58,SKU-0046,6,9.05,0,54.3,BER3,shipped,false,42642.0
173,58,SKU-0105,4,244.57,0,978.28,BER3,picked,false,89780.0
174,58,SKU-0048,5,140.08,5.0,695.4,BER3,open,false,85445.0
175,59,SKU-0062,6,331.47,2.5,1986.34,BER3,picked,false,160308.0
176,59,SKU-0051,6,283.19,0,1699.17,BER3,shipped,false,115794.0
177,59,SKU-0112,2,102.81,0,205.63,BER3,shipped,false,43226.0
178,60,SKU-0089,3,47.0,0,141.01,CGN1,invoiced,false,3957.0
179,60,SKU-0055,2,96.01,2.5,189.51,CGN1,invoiced,false,29080.0
180,60,SKU-0024,3,108.75,0,326.24,CGN1,invoiced,false,39138.0
181,61,SKU-0089,5,46.62,2.5,230.62,CGN1,invoiced,false,6595.0
182,61,SKU-0076,5,82.76,2.5,411.29,CGN1,shipped,false,34290.0
183,61,SKU-0094,2,251.11,0,502.22,CGN1,picked,false,42596.0
184,62,SKU-0081,3,100.82,0,302.47,BER3,picked,false,8466.0
185,62,SKU-0012,2,52.22,5.0,99.43,BER3,shipped,false,4196.0
186,62,SKU-0087,1,77.58,0,77.58,BER3,shipped,true,21763.0
187,63,SKU-0043,2,132.16,2.5,261.82,CGN1,open,false,15244.0
188,63,SKU-0111,1,77.71,5.0,72.71,CGN1,open,false,10963.0
189,63,SKU-0037,5,281.81,0,1409.06,CGN1,shipped,false,14490.0
190,64,SKU-0036,5,211.78,0,1058.88,CGN1,picked,false,108945.0
191,64,SKU-0065,3,271.84,5.0,810.51,CGN1,invoiced,false,38685.0
192,64,SKU-0084,1,138.29,0,138.29,CGN1,open,false,4375.0
193,65,SKU-0053,4,237.62,0,950.47,HH1,invoiced,false,71168.0
194,65,SKU-0110,1,314.4,5.0,309.4,HH1,shipped,false,20133.0
195,65,SKU-0039,2,150.63,5.0,296.26,HH1,shipped,false,34530.0
196,66,SKU-0097,6,343.69,2.5,2059.64,CGN1,invoiced,false,75720.0
197,66,SKU-0079,2,271.52,2.5,540.54,CGN1,open,false,52948.0
198,66,SKU-0053,5,245.09,2.5,1222.94,CGN1,invoiced,false,88960.0
199,67,SKU-0047,6,25.92,0,155.53,HH1,picked,false,20166.0
200,67,SKU-0021,3,379.71,0,1139.12,HH1,invoiced,false,36741.0
201,67,SKU-0051,1,302.25,0,302.25,HH1,open,false,19299.0
202,68,SKU-0012,3,52.7,2.5,155.6,CGN1,shipped,false,6294.0
203,68,SKU-0116,5,182.08,0,910.41,CGN1,shipped,false,76480.0
204,68,SKU-0075,4,335.38,0,1341.54,CGN1,open,false,95840.0
205,69,SKU-0003,2,211.63,5.0,418.26,BER3,picked,false,18998.0
206,69,SKU-0026,5,110.06,0,550.28,BER3,shipped,false,100640.0
207,69,SKU-0006,6,233.34,0,1400.03,BER3,shipped,false,90234.0
208,70,SKU-0036,3,214.74,0,644.23,MUC2,picked,false,65367.0
209,70,SKU-0046,1,9.38,2.5,6.88,MUC2,picked,false,7107.0
210,70,SKU-0115,2,325.84,0,651.68,MUC2,picked,false,50110.0
211,71,SKU-0095,4,269.15,0,1076.6,HH1,picked,false,17076.0
212,71,SKU-0059,1,101.38,0,101.38,HH1,open,false,9696.0
213,71,SKU-0051,4,290.71,0,1162.84,HH1,shipped,false,77196.0
214,72,SKU-0044,1,126.87,2.5,124.37,HH1,picked,false,20302.0
215,72,SKU-0039,1,150.95,0,150.95,HH1,invoiced,true,17265.0
216,72,SKU-0035,1,298.48,0,298.48,HH1,shipped,false,5622.0
217,73,SKU-0098,3,190.77,0,572.32,HH1,invoiced,false,3432.0
218,73,SKU-0013,5,360.42,0,1802.09,HH1,shipped,false,85730.0
219,73,SKU-0002,6,330.84,0,1985.05,HH1,picked,false,162024.0
220,74,SKU-0065,2,276.06,0,552.12,BER3,shipped,false,25790.0
221,74,SKU-0092,4,11.56,0,46.25,BER3,picked,false,27404.0
222,74,SKU-0012,6,51.98,5.0,306.9,BER3,picked,false,12588.0
223,75,SKU-0036,2,207.26,5.0,409.51,HH1,invoiced,true,43578.0
224,75,SKU-0018,6,386.63,0,2319.78,HH1,shipped,false,134832.0
225,75,SKU-0017,3,274.65,0,823.94,HH1,picked,false,81807.0
226,76,SKU-0080,5,19.09,0,95.47,HH1,invoiced,false,10520.0
227,76,SKU-0058,3,108.92,2.5,324.27,HH1,picked,false,64938.0
228,76,SKU-0030,5,109.59,5.0,542.97,HH1,picked,false,98970.0
229,77,SKU-0019,6,284.67,0,1708.02,BER3,shipped,false,58938.0
230,77,SKU-0091,1,359.06,0,359.06,BER3,open,false,16077.0
231,77,SKU-0073,3,202.84,5.0,603.51,BER3,open,false,25671.0
232,78,SKU-0060,4,264.64,2.5,1056.04,BER3,picked,false,79044.0
233,78,SKU-0036,1,206.98,0,206.98,BER3,open,false,21789.0
234,78,SKU-0019,1,298.64,2.5,296.14,BER3,invoiced,false,9823.0
235,79,SKU-0058,2,105.94,0,211.88,HH1,shipped,false,43292.0
236,79,SKU-0026,1,111.41,0,111.41,HH1,open,false,20128.0
237,79,SKU-0043,1,125.35,0,125.35,HH1,picked,false,7622.0
238,80,SKU-0118,1,335.81,0,335.81,HH1,shipped,false,23770.0
239,80,SKU-0035,3,308.0,0,924.01,HH1,picked,false,16866.0
240,80,SKU-0038,6,165.74,0,994.47,HH1,open,true,2424.0
241,81,SKU-0105,5,259.05,0,1295.27,CGN1,picked,false,112225.0
242,81,SKU-0092,6,11.27,2.5,65.14,CGN1,open,false,41106.0
243,81,SKU-0098,2,186.91,2.5,371.32,CGN1,open,false,2288.0
244,82,SKU-0104,2,92.76,5.0,180.52,CGN1,shipped,false,54076.0
245,82,SKU-0103,3,248.05,5.0,739.14,CGN1,invoiced,false,60621.0
246,82,SKU-0067,4,308.65,0,1234.58,CGN1,open,false,2652.0
247,83,SKU-0105,1,251.96,2.5,249.46,CGN1,picked,false,22445.0
248,83,SKU-0092,2,11.18,0,22.36,CGN1,open,false,13702.0
249,83,SKU-0106,6,255.98,0,1535.88,CGN1,invoiced,false,46050.0
250,84,SKU-0097,4,340.23,0,1360.93,MUC2,shipped,false,50480.0
251,84,SKU-0078,5,46.81,2.5,231.55,MUC2,invoiced,false,24600.0
252,84,SKU-0036,6,207.83,5.0,1242.01,MUC2,picked,false,130734.0
253,85,SKU-0050,2,124.33,0,248.66,CGN1,picked,false,23866.0
254,85,SKU-0063,2,99.49,0,198.97,CGN1,picked,false,24902.0
255,85,SKU-0110,1,302.17,2.5,299.67,CGN1,open,false,20133.0
256,86,SKU-0070,1,266.07,0,266.07,CGN1,shipped,false,27088.0
257,86,SKU-0041,2,281.71,0,563.41,CGN1,shipped,false,31168.0
258,86,SKU-0052,1,190.42,5.0,185.42,CGN1,picked,false,2603.0
259,87,SKU-0088,6,297.18,0,1783.09,MUC2,shipped,false,102108.0
260,87,SKU-0080,6,18.18,2.5,106.57,MUC2,shipped,false,12624.0
261,87,SKU-0118,3,343.89,0,1031.67,MUC2,picked,false,71310.0
262,88,SKU-0021,5,386.3,5.0,1926.51,BER3,open,false,61235.0
263,88,SKU-0050,1,126.19,0,126.19,BER3,shipped,false,11933.0
264,88,SKU-0019,3,279.12,0,837.37,BER3,shipped,false,29469.0
265,89,SKU-0098,2,189.02,0,378.04,MUC2,open,true,2288.0
266,89,SKU-0044,1,130.95,5.0,125.95,MUC2,shipped,false,20302.0
267,89,SKU-0052,4,186.66,0,746.63,MUC2,picked,false,10412.0
268,90,SKU-0078,2,47.86,2.5,93.23,BER3,shipped,false,9840.0
269,90,SKU-0013,5,353.45,0,1767.24,BER3,invoiced,false,85730.0
270,90,SKU-0112,1,108.01,0,108.01,BER3,picked,false,21613.0
271,91,SKU-0086,6,300.14,0,1800.84,CGN1,open,false,11970.0
272,91,SKU-0032,3,340.42,2.5,1018.76,CGN1,picked,false,36696.0
273,91,SKU-0095,4,268.24,2.5,1070.47,CGN1,invoiced,false,17076.0
274,92,SKU-0086,6,306.69,0,1840.15,MUC2,open,false,11970.0
275,92,SKU-0070,4,247.97,0,991.86,MUC2,invoiced,false,108352.0
276,92,SKU-0010,3,250.92,0,752.77,MUC2,open,false,50043.0
277,93,SKU-0114,6,338.6,2.5,2029.08,HH1,open,false,42780.0
278,93,SKU-0118,1,347.96,0,347.96,HH1,invoiced,false,23770.0
279,93,SKU-0117,6,102.67,0,616.02,HH1,open,false,122184.0
280,94,SKU-0087,4,76.59,0,306.36,MUC2,shipped,false,87052.0
281,94,SKU-0093,6,122.03,0,732.17,MUC2,shipped,false,89280.0
282,94,SKU-0103,3,259.43,0,778.3,MUC2,invoiced,false,60621.0
283,95,SKU-0105,6,252.55,2.5,1512.81,BER3,shipped,false,134670.0
284,95,SKU-0051,2,282.13,0,564.26,BER3,invoiced,false,38598.0
285,95,SKU-0084,1,146.07,0,146.07,BER3,picked,false,4375.0
286,96,SKU-0040,5,315.92,0,1579.62,HH1,invoiced,false,105130.0
287,96,SKU-0065,1,272.68,5.0,267.68,HH1,invoiced,false,12895.0
288,96,SKU-0001,1,192.53,5.0,187.53,HH1,open,false,24590.0
289,97,SKU-0025,6,279.46,0,1676.77,HH1,picked,false,113130.0
290,97,SKU-0026,3,112.07,0,336.2,HH1,open,false,60384.0
291,97,SKU-0091,6,374.16,0,2244.94,HH1,open,false,96462.0
292,98,SKU-0063,1,99.14,0,99.14,MUC2,picked,false,12451.0
293,98,SKU-0042,1,165.35,0,165.35,MUC2,invoiced,false,8274.0
294,98,SKU-0074,1,209.61,2.5,207.11,MUC2,shipped,false,24797.0
295,99,SKU-0069,5,351.74,0,1758.68,BER3,shipped,false,127370.0
296,99,SKU-0004,3,216.71,2.5,647.64,BER3,invoiced,false,23499.0
297,99,SKU-0071,2,27.44,0,54.88,BER3,open,false,878.0
298,100,SKU-0003,6,218.96,2.5,1311.28,BER3,open,false,56994.0
299,100,SKU-0050,2,125.37,0,250.74,BER3,invoiced,false,23866.0
300,100,SKU-0101,1,368.69,2.5,366.19,BER3,picked,false,18106.0
301,101,SKU-0004,6,204.59,0,1227.56,CGN1,invoiced,false,46998.0
302,101,SKU-0001,4,190.34,0,761.34,CGN1,shipped,false,98360.0
303,101,SKU-0036,3,218.85,5.0,651.56,CGN1,invoiced,false,65367.0
304,102,SKU-0110,4,309.53,0,1238.11,CGN1,shipped,false,80532.0
305,102,SKU-0098,4,178.18,0,712.72,CGN1,picked,false,4576.0
306,102,SKU-0019,1,300.49,0,300.49,CGN1,open,true,9823.0
307,103,SKU-0022,5,67.49,5.0,332.46,CGN1,invoiced,false,132855.0
308,103,SKU-0086,5,287.01,0,1435.06,CGN1,invoiced,false,9975.0
309,103,SKU-0063,3,101.23,0,303.68,CGN1,picked,false,37353.0
310,104,SKU-0007,3,102.91,0,308.72,BER3,picked,false,81399.0
311,104,SKU-0006,4,233.48,2.5,931.4,BER3,invoiced,false,60156.0
312,104,SKU-0108,1,408.95,0,408.95,BER3,shipped,false,19505.0
313,105,SKU-0049,6,87.9,2.5,524.88,HH1,picked,false,75852.0
314,105,SKU-0084,4,143.2,2.5,570.31,HH1,picked,false,17500.0
315,105,SKU-0017,1,261.51,0,261.51,HH1,picked,false,27269.0
316,106,SKU-0050,2,129.31,0,258.62,BER3,picked,false,23866.0
317,106,SKU-0012,4,52.18,0,208.72,BER3,picked,false,8392.0
318,106,SKU-0013,1,374.47,2.5,371.97,BER3,picked,true,17146.0
319,107,SKU-0120,2,158.0,0,315.99,HH1,open,false,27996.0
320,107,SKU-0057,4,408.78,5.0,1630.13,HH1,invoiced,false,57092.0
321,107,SKU-0094,1,268.64,0,268.64,HH1,shipped,true,21298.0
322,108,SKU-0001,6,197.25,2.5,1180.99,HH1,invoiced,false,147540.0
323,108,SKU-0014,1,39.87,2.5,37.37,HH1,picked,false,20107.0
324,108,SKU-0027,5,272.44,0,1362.2,HH1,open,false,7270.0
325,109,SKU-0051,4,291.7,0,1166.79,HH1,shipped,true,77196.0
326,109,SKU-0081,1,100.82,0,100.82,HH1,open,false,2822.0
327,109,SKU-0021,5,380.49,0,1902.47,HH1,open,false,61235.0
328,110,SKU-0012,4,53.7,0,214.8,BER3,open,false,8392.0
329,110,SKU-0085,1,240.39,0,240.39,BER3,picked,false,17071.0
330,110,SKU-0042,1,172.15,5.0,167.15,BER3,open,false,8274.0
331,111,SKU-0034,6,109.59,0,657.53,MUC2,picked,false,46962.0
332,111,SKU-0110,1,298.41,0,298.41,MUC2,invoiced,false,20133.0
333,111,SKU-0113,1,235.67,2.5,233.17,MUC2,invoiced,false,20063.0
334,112,SKU-0083,6,249.97,0,1499.84,MUC2,picked,false,136434.0
335,112,SKU-0088,2,299.47,0,598.95,MUC2,shipped,false,34036.0
336,112,SKU-0082,2,365.13,5.0,725.26,MUC2,shipped,false,23956.0
337,113,SKU-0027,5,267.89,0,1339.46,CGN1,open,false,7270.0
338,113,SKU-0018,4,393.77,0,1575.1,CGN1,invoiced,false,89888.0
339,113,SKU-0007,3,104.89,0,314.66,CGN1,picked,false,81399.0
340,114,SKU-0076,3,83.0,0,249.0,MUC2,invoiced,true,20574.0
341,114,SKU-0092,4,11.24,0,44.94,MUC2,picked,false,27404.0
342,114,SKU-0091,1,345.49,0,345.49,MUC2,open,false,16077.0
343,115,SKU-0039,1,152.22,2.5,149.72,MUC2,open,false,17265.0
344,115,SKU-0079,4,263.35,5.0,1048.38,MUC2,shipped,false,105896.0
345,115,SKU-0003,5,211.33,2.5,1054.16,MUC2,shipped,false,47495.0
346,116,SKU-0062,3,318.76,5.0,951.29,MUC2,shipped,false,80154.0
347,116,SKU-0029,4,187.94,2.5,749.28,MUC2,picked,false,49376.0
348,116,SKU-0045,6,104.22,2.5,622.82,MUC2,picked,false,93096.0
349,117,SKU-0039,6,151.95,0,911.72,CGN1,picked,false,103590.0
350,117,SKU-0058,2,107.2,0,214.4,CGN1,invoiced,false,43292.0
351,117,SKU-0035,1,307.22,5.0,302.22,CGN1,shipped,false,5622.0
352,118,SKU-0073,3,204.35,5.0,608.05,BER3,picked,false,25671.0
353,118,SKU-0075,3,329.25,5.0,982.74,BER3,open,false,71880.0
354,118,SKU-0018,3,397.54,2.5,1190.13,BER3,open,false,67416.0
355,119,SKU-0069,2,366.85,0,733.7,HH1,invoiced,false,50948.0
356,119,SKU-0081,6,98.24,0,589.44,HH1,shipped,false,16932.0
