scan_id,shipment_id,stop_id,scanned_at,event_type,location
300,103,103,2025-06-22 13:49:00,out_for_delivery,Hamburg
301,103,103,2025-06-22 13:19:00,delivered,München
302,104,104,2025-06-15 08:53:00,pickup,Berlin
303,104,104,2025-06-15 08:39:00,out_for_delivery,Stuttgart
304,105,105,2025-06-15 10:35:00,pickup,München
305,105,105,2025-06-15 10:21:00,out_for_delivery,Stuttgart
306,105,105,2025-06-15 10:40:00,delivered,Hamburg
307,106,106,2025-06-15 10:57:00,pickup,Leipzig
308,106,106,2025-06-15 11:06:00,out_for_delivery,Hamburg
309,107,107,2025-05-23 09:25:00,pickup,Hamburg
310,107,107,2025-05-23 09:27:00,out_for_delivery,Hamburg
311,107,107,2025-05-23 09:55:00,delivered,Stuttgart
312,108,108,2025-05-23 09:56:00,pickup,Leipzig
313,108,108,2025-05-23 09:58:00,out_for_delivery,Köln
314,108,108,2025-05-23 10:09:00,delivered,Köln
315,109,109,2025-05-23 11:05:00,pickup,Frankfurt
316,109,109,2025-05-23 11:28:00,out_for_delivery,Stuttgart
317,109,109,2025-05-23 11:22:00,delivered,München
318,110,110,2025-05-23 12:38:00,pickup,Berlin
319,110,110,2025-05-23 12:32:00,out_for_delivery,Frankfurt
320,110,110,2025-05-23 12:29:00,delivered,Leipzig
321,111,111,2025-05-23 12:23:00,pickup,Hamburg
322,111,111,2025-05-23 12:43:00,out_for_delivery,Berlin
323,111,111,2025-05-23 12:42:00,delivered,Frankfurt
324,112,112,2025-05-23 15:01:00,pickup,Hamburg
325,112,112,2025-05-23 14:46:00,out_for_delivery,Berlin
326,112,112,2025-05-23 14:55:00,delivered,München
327,113,113,2025-05-23 15:21:00,pickup,Hamburg
328,113,113,2025-05-23 15:00:00,out_for_delivery,Köln
329,113,113,2025-05-23 15:18:00,delivered,Leipzig
330,114,114,2025-06-16 08:43:00,pickup,Köln
331,114,114,2025-06-16 08:31:00,out_for_delivery,München
332,115,115,2025-06-16 10:42:00,pickup,Hamburg
333,115,115,2025-06-16 10:11:00,out_for_delivery,Hamburg
334,115,115,2025-06-16 10:08:00,delivered,Stuttgart
335,116,116,2025-06-16 11:04:00,pickup,Köln
336,116,116,2025-06-16 11:08:00,out_for_delivery,Frankfurt
337,116,116,2025-06-16 11:00:00,delivered,Köln
338,117,117,2025-06-16 12:07:00,pickup,Frankfurt
339,117,117,2025-06-16 11:46:00,out_for_delivery,Stuttgart
340,117,117,2025-06-16 11:56:00,delivered,Hamburg
341,118,118,2025-06-16 12:55:00,pickup,Stuttgart
342,118,118,2025-06-16 12:59:00,out_for_delivery,Hamburg
343,118,118,2025-06-16 13:00:00,delivered,München
344,119,119,2025-06-16 14:23:00,pickup,Hamburg
345,119,119,2025-06-16 14:25:00,out_for_delivery,Köln
346,119,119,2025-06-16 14:17:00,delivered,Hamburg
347,120,120,2025-06-26 09:30:00,pickup,Hamburg
348,120,120,2025-06-26 09:52:00,out_for_delivery,Frankfurt
349,120,120,2025-06-26 09:53:00,delivered,Köln
350,121,121,2025-06-26 09:50:00,pickup,Leipzig
351,121,121,2025-06-26 09:48:00,out_for_delivery,Köln
352,121,121,2025-06-26 10:17:00,delivered,Berlin
353,122,122,2025-06-26 11:56:00,pickup,Köln
354,122,122,2025-06-26 12:23:00,out_for_delivery,Leipzig
355,122,122,2025-06-26 11:49:00,delivered,Leipzig
356,123,123,2025-06-26 12:43:00,pickup,Hamburg
357,123,123,2025-06-26 12:38:00,out_for_delivery,Stuttgart
358,124,124,2025-06-26 12:58:00,pickup,Berlin
359,124,124,2025-06-26 12:51:00,out_for_delivery,Leipzig
360,124,124,2025-06-26 12:55:00,delivered,Leipzig
361,125,125,2025-06-03 08:52:00,pickup,Berlin
362,125,125,2025-06-03 09:01:00,out_for_delivery,Hamburg
363,125,125,2025-06-03 09:12:00,delivered,Berlin
364,126,126,2025-06-03 10:47:00,pickup,Köln
365,126,126,2025-06-03 10:27:00,out_for_delivery,Frankfurt
366,127,127,2025-06-03 12:21:00,pickup,Berlin
367,127,127,2025-06-03 12:12:00,out_for_delivery,Köln
368,127,127,2025-06-03 12:23:00,delivered,Hamburg
369,128,128,2025-06-03 11:31:00,pickup,Leipzig
370,128,128,2025-06-03 11:21:00,out_for_delivery,Leipzig
371,128,128,2025-06-03 11:34:00,delivered,Hamburg
372,129,129,2025-06-03 13:41:00,pickup,Berlin
373,129,129,2025-06-03 13:10:00,out_for_delivery,Leipzig
374,129,129,2025-06-03 13:21:00,delivered,Hamburg
375,130,130,2025-06-03 14:11:00,pickup,Stuttgart
376,130,130,2025-06-03 14:24:00,out_for_delivery,Stuttgart
377,130,130,2025-06-03 14:11:00,delivered,Stuttgart
378,131,131,2025-06-03 15:44:00,pickup,Leipzig
379,131,131,2025-06-03 15:30:00,out_for_delivery,Frankfurt
380,131,131,2025-06-03 15:49:00,delivered,Stuttgart
381,132,132,2025-04-26 09:01:00,pickup,Stuttgart
382,132,132,2025-04-26 08:59:00,out_for_delivery,München
383,132,132,2025-04-26 08:46:00,delivered,Stuttgart
384,133,133,2025-04-26 09:56:00,pickup,München
385,133,133,2025-04-26 10:13:00,out_for_delivery,München
386,133,133,2025-04-26 09:51:00,delivered,München
387,134,134,2025-04-26 11:26:00,pickup,München
388,134,134,2025-04-26 11:38:00,out_for_delivery,Frankfurt
389,134,134,2025-04-26 11:08:00,delivered,Hamburg
390,135,135,2025-04-26 12:51:00,pickup,Berlin
391,135,135,2025-04-26 12:42:00,out_for_delivery,Berlin
392,135,135,2025-04-26 12:15:00,delivered,Berlin
393,136,136,2025-04-26 13:20:00,pickup,Frankfurt
394,136,136,2025-04-26 13:47:00,out_for_delivery,Leipzig
395,136,136,2025-04-26 13:41:00,delivered,Köln
396,137,137,2025-04-26 14:49:00,pickup,Köln
397,137,137,2025-04-26 14:57:00,out_for_delivery,Leipzig
398,137,137,2025-04-26 15:03:00,delivered,Frankfurt
399,138,138,2025-04-26 15:19:00,pickup,Frankfurt
400,138,138,2025-04-26 15:06:00,out_for_delivery,Leipzig
401,138,138,2025-04-26 15:13:00,delivered,Berlin
402,139,139,2025-05-01 08:27:00,pickup,Stuttgart
403,139,139,2025-05-01 08:31:00,out_for_delivery,Hamburg
404,139,139,2025-05-01 08:22:00,delivered,Berlin
405,140,140,2025-05-01 09:40:00,pickup,Berlin
406,140,140,2025-05-01 10:04:00,out_for_delivery,Stuttgart
407,140,140,2025-05-01 09:53:00,delivered,Stuttgart
408,141,141,2025-05-01 12:17:00,pickup,München
409,141,141,2025-05-01 12:14:00,out_for_delivery,Leipzig
410,141,141,2025-05-01 12:02:00,delivered,Köln
411,142,142,2025-05-01 12:40:00,pickup,Leipzig
412,142,142,2025-05-01 13:02:00,out_for_delivery,Köln
413,142,142,2025-05-01 13:03:00,delivered,München
414,143,143,2025-04-25 09:06:00,pickup,Stuttgart
415,143,143,2025-04-25 09:21:00,out_for_delivery,Berlin
416,143,143,2025-04-25 09:09:00,delivered,Stuttgart
417,144,144,2025-04-25 10:06:00,pickup,Leipzig
418,144,144,2025-04-25 10:42:00,out_for_delivery,Stuttgart
419,144,144,2025-04-25 10:09:00,delivered,München
420,145,145,2025-04-25 11:24:00,pickup,Köln
421,145,145,2025-04-25 10:50:00,out_for_delivery,Leipzig
422,146,146,2025-04-25 11:45:00,pickup,Berlin
423,146,146,2025-04-25 11:45:00,out_for_delivery,Berlin
424,146,146,2025-04-25 12:06:00,delivered,Frankfurt
425,147,147,2025-04-25 13:25:00,pickup,Hamburg
426,147,147,2025-04-25 13:18:00,out_for_delivery,Köln
427,147,147,2025-04-25 13:25:00,delivered,Hamburg
428,148,148,2025-04-25 13:28:00,pickup,Stuttgart
429,148,148,2025-04-25 13:35:00,out_for_delivery,Stuttgart
430,148,148,2025-04-25 13:38:00,delivered,Berlin
431,149,149,2025-04-25 14:47:00,pickup,Leipzig
432,149,149,2025-04-25 14:32:00,out_for_delivery,Leipzig
433,149,149,2025-04-25 14:45:00,delivered,Berlin
434,150,150,2025-05-12 08:59:00,pickup,Hamburg
435,150,150,2025-05-12 08:35:00,out_for_delivery,Berlin
436,150,150,2025-05-12 08:31:00,delivered,Stuttgart
437,151,151,2025-05-12 10:30:00,pickup,Hamburg
438,151,151,2025-05-12 10:32:00,out_for_delivery,Köln
439,151,151,2025-05-12 10:50:00,delivered,Stuttgart
440,152,152,2025-05-12 11:34:00,pickup,Hamburg
441,152,152,2025-05-12 12:07:00,out_for_delivery,Berlin
442,153,153,2025-05-12 12:04:00,pickup,München
443,153,153,2025-05-12 12:02:00,out_for_delivery,Berlin
444,153,153,2025-05-12 12:10:00,delivered,Köln
445,154,154,2025-05-25 08:00:00,pickup,München
446,154,154,2025-05-25 08:28:00,out_for_delivery,Frankfurt
447,154,154,2025-05-25 08:21:00,delivered,Berlin
448,155,155,2025-05-25 10:13:00,pickup,Hamburg
449,155,155,2025-05-25 10:15:00,out_for_delivery,Frankfurt
450,155,155,2025-05-25 10:18:00,delivered,Frankfurt
451,156,156,2025-05-25 11:14:00,pickup,Frankfurt
452,156,156,2025-05-25 11:01:00,out_for_delivery,Stuttgart
453,156,156,2025-05-25 11:08:00,delivered,Leipzig
454,157,157,2025-05-10 09:01:00,pickup,Stuttgart
455,157,157,2025-05-10 09:05:00,out_for_delivery,Hamburg
456,157,157,2025-05-10 09:35:00,delivered,Köln
457,158,158,2025-05-10 10:02:00,pickup,München
458,158,158,2025-05-10 09:53:00,out_for_delivery,Stuttgart
459,158,158,2025-05-10 10:03:00,delivered,Köln
460,159,159,2025-05-10 10:46:00,pickup,Berlin
461,159,159,2025-05-10 10:54:00,out_for_delivery,München
462,159,159,2025-05-10 11:07:00,delivered,Hamburg
463,160,160,2025-05-10 12:25:00,pickup,Leipzig
464,160,160,2025-05-10 12:04:00,out_for_delivery,Leipzig
465,160,160,2025-05-10 12:02:00,delivered,Köln
466,161,161,2025-04-27 09:46:00,pickup,Frankfurt
467,161,161,2025-04-27 09:52:00,out_for_delivery,Stuttgart
468,161,161,2025-04-27 09:47:00,delivered,Hamburg
