hist_id,send_nr,stat_txt,geaendert
87,87,late,2025-03-25 11:30:00
88,88,late,2025-03-25 12:50:00
89,89,late,2025-03-15 10:10:00
90,90,late,2025-03-15 10:40:00
91,91,ok,2025-03-15 10:10:00
92,92,ok,2025-03-15 11:05:00
93,93,ok,2025-03-15 12:05:00
94,94,ok,2025-03-18 08:28:00
95,95,late,2025-03-18 10:20:00
96,96,ok,2025-01-16 08:45:00
97,97,ok,2025-01-16 09:45:00
98,98,ok,2025-01-16 09:55:00
99,99,ok,2025-01-16 10:45:00
100,100,ok,2025-01-16 12:45:00
101,101,ok,2025-01-23 08:25:00
102,102,late,2025-01-23 10:50:00
103,103,ok,2025-01-23 10:00:00
104,104,late,2025-03-12 09:00:00
105,105,ok,2025-03-12 09:58:00
106,106,ok,2025-03-12 10:45:00
107,107,ok,2025-02-02 08:40:00
108,108,ok,2025-02-02 09:05:00
109,109,ok,2025-02-02 10:10:00
110,110,ok,2025-02-02 11:38:00
111,111,late,2025-02-02 13:20:00
112,112,ok,2025-03-19 08:58:00
113,113,late,2025-03-19 10:30:00
114,114,ok,2025-03-19 10:10:00
115,115,ok,2025-01-18 08:00:00
116,116,late,2025-01-18 09:50:00
117,117,ok,2025-03-29 08:05:00
118,118,ok,2025-03-29 09:25:00
119,119,late,2025-03-29 11:30:00
120,120,ok,2025-03-29 11:40:00
121,121,ok,2025-03-29 12:05:00
122,122,ok,2025-03-29 13:15:00
123,123,ok,2025-04-05 07:45:00
124,124,late,2025-04-05 09:50:00
125,125,ok,2025-04-05 10:10:00
126,126,ok,2025-04-05 10:45:00
127,127,late,2025-03-19 09:50:00
128,128,late,2025-03-19 10:20:00
129,129,ok,2025-03-19 10:18:00
130,130,ok,2025-03-19 10:45:00
131,131,ok,2025-02-24 08:25:00
132,132,late,2025-02-24 10:40:00
133,133,late,2025-02-24 11:30:00
134,134,late,2025-02-24 11:50:00
135,135,ok,2025-02-24 12:28:00
136,136,ok,2025-02-24 13:05:00
137,137,ok,2025-02-12 08:45:00
138,138,ok,2025-02-12 09:05:00
139,139,ok,2025-02-12 10:15:00
140,140,ok,2025-02-12 11:58:00
141,141,late,2025-02-12 13:00:00
142,142,ok,2025-02-12 13:05:00
143,143,ok,2025-03-02 08:15:00
144,144,ok,2025-03-02 09:18:00
145,145,late,2025-03-02 11:00:00
146,146,late,2025-03-02 13:10:00
147,147,late,2025-03-02 13:30:00
148,148,ok,2025-04-13 08:18:00
149,149,ok,2025-04-13 09:00:00
150,150,ok,2025-01-17 08:25:00
151,151,late,2025-01-17 10:30:00
152,152,late,2025-01-17 11:20:00
153,153,late,2025-01-17 13:10:00
154,154,ok,2025-04-22 08:25:00
155,155,ok,2025-04-22 09:25:00
156,156,ok,2025-04-22 10:05:00
157,157,late,2025-03-21 08:50:00
158,158,ok,2025-03-21 09:10:00
159,159,ok,2025-03-21 10:18:00
160,160,ok,2025-03-21 11:00:00
161,161,ok,2025-03-21 12:10:00
162,162,ok,2025-02-01 08:58:00
163,163,late,2025-02-01 10:00:00
164,164,ok,2025-02-01 10:25:00
165,165,ok,2025-02-01 10:55:00
166,166,ok,2025-02-01 12:28:00
167,167,late,2025-02-01 14:30:00
168,168,ok,2025-04-05 07:55:00
169,169,late,2025-04-05 10:30:00
170,170,ok,2025-04-05 10:45:00
171,171,late,2025-04-05 11:50:00
172,172,ok,2025-04-05 12:28:00
173,173,ok,2025-04-05 13:15:00
174,174,late,2025-03-18 09:40:00
175,175,ok,2025-03-18 09:18:00
176,176,ok,2025-03-18 10:00:00
177,177,ok,2025-03-18 11:25:00
178,178,ok,2025-03-18 12:25:00
179,179,ok,2025-03-18 13:20:00
180,180,ok,2025-01-21 08:10:00
181,181,ok,2025-01-21 09:00:00
182,182,ok,2025-04-09 08:58:00
183,183,ok,2025-04-09 08:55:00
184,184,ok,2025-04-01 08:58:00
185,185,ok,2025-04-01 09:18:00
186,186,late,2025-04-01 10:50:00
187,187,ok,2025-04-01 11:18:00
188,188,ok,2025-04-01 12:25:00
189,189,ok,2025-04-01 13:28:00
190,190,ok,2025-03-25 08:05:00
191,191,ok,2025-03-25 08:55:00
192,192,late,2025-03-25 10:40:00
193,193,late,2025-03-25 12:30:00
194,194,ok,2025-03-09 07:55:00
195,195,late,2025-03-09 09:40:00
196,196,late,2025-03-09 11:40:00
197,197,ok,2025-03-09 11:25:00
198,198,ok,2025-03-09 12:15:00
199,199,late,2025-03-09 14:20:00
200,200,ok,2025-02-04 08:05:00
201,201,ok,2025-02-04 09:38:00
202,202,ok,2025-02-04 10:00:00
203,203,late,2025-02-04 12:50:00
204,204,late,2025-02-04 12:40:00
205,205,ok,2025-02-04 13:05:00
206,206,ok,2025-02-01 08:05:00
207,207,late,2025-02-01 10:00:00
208,208,ok,2025-02-01 10:10:00
209,209,ok,2025-02-01 10:55:00
210,210,ok,2025-02-01 12:05:00
211,211,ok,2025-02-01 13:45:00
212,212,late,2025-04-02 08:40:00
213,213,ok,2025-04-02 09:18:00
214,214,late,2025-03-07 08:40:00
215,215,ok,2025-03-07 08:55:00
216,216,ok,2025-03-07 10:25:00
217,217,late,2025-03-07 12:00:00
218,218,late,2025-01-23 09:40:00
219,219,late,2025-01-23 10:30:00
220,220,late,2025-01-23 11:30:00
221,221,ok,2025-01-23 11:25:00
222,222,late,2025-01-23 13:50:00
223,223,late,2025-01-23 15:10:00
224,224,ok,2025-03-17 07:45:00
225,225,late,2025-03-17 10:20:00
226,226,late,2025-03-17 10:50:00
227,227,late,2025-03-17 13:10:00
228,228,ok,2025-03-17 12:28:00
229,229,ok,2025-04-18 08:28:00
230,230,ok,2025-04-18 09:45:00
231,231,late,2025-04-18 11:20:00
232,232,ok,2025-04-18 11:38:00
233,233,ok,2025-04-06 08:25:00
234,234,late,2025-04-06 10:20:00
235,235,ok,2025-02-08 08:25:00
236,236,ok,2025-02-08 09:18:00
237,237,ok,2025-02-08 10:25:00
238,238,ok,2025-02-08 11:00:00
239,239,ok,2025-02-08 12:58:00
240,240,ok,2025-05-06 08:45:00
241,241,late,2025-05-06 10:20:00
242,242,ok,2025-05-06 09:45:00
243,243,ok,2025-05-06 11:05:00
244,244,ok,2025-05-06 12:05:00
245,245,ok,2025-01-16 08:28:00
246,246,late,2025-01-16 10:20:00
247,247,late,2025-02-15 09:20:00
248,248,ok,2025-02-15 08:45:00
249,249,ok,2025-02-15 10:40:00
250,250,ok,2025-02-15 11:25:00
251,251,ok,2025-03-10 08:25:00
252,252,ok,2025-03-10 09:20:00
253,253,late,2025-03-10 11:00:00
254,254,ok,2025-01-24 08:45:00
255,255,ok,2025-01-24 09:10:00
256,256,ok,2025-01-24 10:45:00
257,257,late,2025-01-24 12:20:00
258,258,ok,2025-02-17 08:58:00
259,259,ok,2025-02-17 09:38:00
260,260,late,2025-03-22 09:20:00
261,261,ok,2025-03-22 09:00:00
262,262,late,2025-03-22 11:40:00
263,263,ok,2025-03-22 11:05:00
264,264,late,2025-03-22 13:40:00
265,265,ok,2025-04-14 08:58:00
266,266,ok,2025-04-14 09:05:00
267,267,ok,2025-04-14 09:55:00
268,268,ok,2025-05-06 08:00:00
269,269,ok,2025-05-06 09:05:00
270,270,ok,2025-05-06 10:05:00
271,271,ok,2025-05-07 08:05:00
272,272,ok,2025-05-07 09:25:00
273,273,late,2025-05-07 11:50:00
274,274,ok,2025-04-03 07:55:00
275,275,ok,2025-04-03 09:25:00
276,276,ok,2025-04-30 08:20:00
277,277,ok,2025-04-30 09:20:00
278,278,late,2025-04-30 11:50:00
279,279,ok,2025-04-30 11:58:00
280,280,late,2025-04-26 09:20:00
281,281,late,2025-04-26 11:10:00
282,282,late,2025-04-26 11:30:00
283,283,ok,2025-04-26 11:25:00
284,284,late,2025-01-27 08:50:00
285,285,ok,2025-01-27 09:15:00
286,286,ok,2025-01-27 10:58:00
287,287,ok,2025-01-27 11:25:00
288,288,late,2025-01-27 13:20:00
289,289,ok,2025-01-31 08:25:00
290,290,ok,2025-01-31 09:10:00
291,291,ok,2025-01-27 07:45:00
292,292,ok,2025-01-27 08:45:00
293,293,ok,2025-01-27 10:05:00
294,294,ok,2025-03-13 08:28:00
295,295,ok,2025-03-13 08:45:00
296,296,late,2025-03-13 10:50:00
297,297,ok,2025-03-13 11:05:00
298,298,late,2025-03-13 13:50:00
299,299,ok,2025-03-13 13:25:00
300,300,late,2025-01-25 10:10:00
301,301,ok,2025-01-25 09:15:00
302,302,late,2025-01-25 10:50:00
303,303,ok,2025-01-25 10:45:00
304,304,late,2025-05-02 09:20:00
305,305,ok,2025-05-02 09:25:00
306,306,ok,2025-05-02 10:20:00
307,307,ok,2025-05-02 11:58:00
308,308,ok,2025-05-02 12:10:00
309,309,ok,2025-05-02 13:05:00
310,310,ok,2025-01-19 08:18:00
311,311,late,2025-01-19 10:00:00
312,312,late,2025-01-19 11:40:00
313,313,late,2025-03-09 09:20:00
314,314,ok,2025-03-09 09:28:00
315,315,late,2025-03-09 11:40:00
316,316,ok,2025-03-09 11:25:00
317,317,ok,2025-03-09 12:05:00
318,318,ok,2025-02-07 08:58:00
319,319,ok,2025-02-07 09:18:00
320,320,late,2025-02-07 11:40:00
321,321,ok,2025-03-02 07:45:00
322,322,ok,2025-03-02 09:28:00
323,323,ok,2025-03-02 10:25:00
324,324,ok,2025-03-02 11:20:00
325,325,ok,2025-03-15 08:10:00
326,326,ok,2025-03-15 09:05:00
327,327,ok,2025-04-13 08:18:00
328,328,ok,2025-04-13 08:45:00
329,329,ok,2025-04-13 09:45:00
330,330,ok,2025-04-13 11:10:00
331,331,late,2025-02-08 09:00:00
332,332,late,2025-02-08 10:50:00
333,333,late,2025-02-08 11:30:00
334,334,ok,2025-02-08 11:05:00
335,335,ok,2025-02-08 12:00:00
336,336,late,2025-02-08 14:30:00
337,337,ok,2025-04-22 08:00:00
338,338,ok,2025-04-22 09:25:00
339,339,ok,2025-04-22 10:40:00
340,340,late,2025-04-22 11:50:00
341,341,ok,2025-04-22 12:58:00
342,342,late,2025-04-22 14:50:00
343,343,ok,2025-02-17 08:40:00
344,344,ok,2025-02-17 09:58:00
345,345,ok,2025-02-17 10:25:00
346,346,late,2025-01-22 09:30:00
347,347,late,2025-01-22 10:30:00
348,348,ok,2025-01-22 09:45:00
349,349,ok,2025-01-22 11:25:00
350,350,late,2025-01-22 13:40:00
351,351,ok,2025-03-10 08:40:00
352,352,ok,2025-03-10 09:38:00
353,353,late,2025-03-10 11:30:00
354,354,late,2025-03-10 11:40:00
355,355,late,2025-01-21 08:50:00
356,356,ok,2025-01-21 08:55:00
357,357,late,2025-01-21 12:10:00
358,358,late,2025-01-21 12:30:00
359,359,late,2025-01-21 13:20:00
360,360,ok,2025-01-21 13:15:00
361,361,ok,2025-02-21 08:05:00
362,362,ok,2025-02-21 09:00:00
363,363,ok,2025-02-21 10:18:00
364,364,ok,2025-02-21 11:05:00
365,365,ok,2025-02-21 11:45:00
366,366,ok,2025-04-14 08:10:00
367,367,ok,2025-04-14 09:05:00
368,368,late,2025-04-14 12:10:00
369,369,ok,2025-04-14 10:45:00
370,370,ok,2025-04-14 12:45:00
371,371,ok,2025-03-23 07:45:00
372,372,ok,2025-03-23 09:25:00
373,373,late,2025-01-24 09:50:00
374,374,ok,2025-01-24 09:45:00
375,375,ok,2025-01-24 10:40:00
376,376,ok,2025-01-24 11:25:00
377,377,late,2025-01-28 09:20:00
378,378,late,2025-01-28 10:30:00
379,379,ok,2025-01-28 10:28:00
380,380,ok,2025-05-08 07:45:00
381,381,late,2025-05-08 10:00:00
382,382,late,2025-05-08 10:50:00
383,383,ok,2025-05-08 11:58:00
384,384,late,2025-05-08 13:20:00
385,385,late,2025-05-08 14:40:00
386,386,late,2025-04-19 08:50:00
387,387,ok,2025-04-19 09:28:00
388,388,ok,2025-04-11 07:45:00
389,389,late,2025-04-11 10:00:00
390,390,ok,2025-03-25 08:38:00
391,391,late,2025-03-25 10:50:00
392,392,ok,2025-03-25 10:18:00
393,393,ok,2025-03-25 11:00:00
394,394,late,2025-03-30 09:00:00
395,395,ok,2025-03-30 08:55:00
396,396,late,2025-03-30 11:30:00
397,397,ok,2025-03-30 11:10:00
398,398,ok,2025-03-30 12:00:00
399,399,ok,2025-03-30 13:10:00
400,400,ok,2025-03-05 08:18:00
401,401,ok,2025-03-05 09:40:00
402,402,ok,2025-03-05 10:05:00
403,403,ok,2025-03-05 11:25:00
404,404,ok,2025-05-08 08:20:00
405,405,late,2025-05-08 10:20:00
406,406,ok,2025-05-08 10:05:00
407,407,ok,2025-05-08 11:05:00
408,408,ok,2025-01-18 08:20:00
409,409,ok,2025-01-18 09:05:00
410,410,ok,2025-01-18 10:05:00
411,411,ok,2025-01-29 08:38:00
412,412,ok,2025-01-29 09:28:00
413,413,late,2025-01-29 11:30:00
414,414,ok,2025-03-23 08:00:00
415,415,late,2025-03-23 10:20:00
416,416,ok,2025-03-16 08:20:00
417,417,late,2025-03-16 10:40:00
418,418,ok,2025-03-16 10:28:00
419,419,ok,2025-03-16 11:25:00
420,420,ok,2025-03-16 12:58:00
421,421,ok,2025-03-16 13:15:00
422,422,late,2025-01-31 09:30:00
423,423,ok,2025-01-31 09:45:00
424,424,late,2025-01-31 11:30:00
425,425,late,2025-01-31 12:30:00
426,426,late,2025-01-31 13:00:00
427,427,ok,2025-01-25 08:10:00
428,428,ok,2025-01-25 09:18:00
429,429,ok,2025-01-25 10:25:00
430,430,ok,2025-01-25 11:05:00
431,431,late,2025-01-25 13:40:00
432,432,ok,2025-02-28 08:40:00
433,433,late,2025-02-28 09:40:00
434,434,ok,2025-02-28 10:18:00
435,435,ok,2025-02-28 11:28:00
436,436,ok,2025-01-18 08:38:00
437,437,late,2025-01-18 10:00:00
438,438,ok,2025-01-18 10:05:00
439,439,ok,2025-01-18 11:40:00
440,440,ok,2025-02-27 07:55:00
441,441,ok,2025-02-27 08:45:00
442,442,ok,2025-02-27 10:25:00
443,443,ok,2025-02-27 11:40:00
444,444,late,2025-04-04 09:50:00
445,445,ok,2025-04-04 09:15:00
446,446,ok,2025-04-04 10:25:00
447,447,ok,2025-04-04 11:45:00
448,448,late,2025-04-04 13:00:00
449,449,ok,2025-01-25 08:15:00
450,450,late,2025-01-25 11:10:00
451,451,ok,2025-04-12 08:20:00
452,452,late,2025-04-12 09:50:00
453,453,late,2025-04-12 11:40:00
454,454,ok,2025-04-12 11:05:00
455,455,ok,2025-03-14 08:18:00
456,456,ok,2025-03-14 09:00:00
457,457,late,2025-03-14 11:50:00
458,458,late,2025-03-14 12:50:00
459,459,ok,2025-02-01 08:05:00
460,460,late,2025-02-01 10:30:00
461,461,ok,2025-02-01 10:40:00
462,462,ok,2025-03-02 08:58:00
463,463,ok,2025-03-02 09:10:00
464,464,ok,2025-03-02 10:40:00
465,465,ok,2025-02-18 08:25:00
466,466,ok,2025-02-18 09:18:00
467,467,late,2025-02-18 11:30:00
468,468,ok,2025-02-18 11:05:00
469,469,ok,2025-02-13 07:45:00
470,470,ok,2025-02-13 08:45:00
471,471,ok,2025-02-13 10:28:00
472,472,ok,2025-02-13 11:15:00
473,473,ok,2025-02-13 12:58:00
474,474,ok,2025-02-13 13:40:00
475,475,ok,2025-04-29 08:25:00
476,476,late,2025-04-29 10:30:00
477,477,ok,2025-04-14 08:45:00
478,478,late,2025-04-14 10:20:00
479,479,ok,2025-04-14 10:05:00
480,480,late,2025-04-14 11:50:00
481,481,late,2025-04-14 13:00:00
482,482,late,2025-05-05 09:30:00
483,483,ok,2025-05-05 09:15:00
484,484,late,2025-05-05 11:40:00
485,485,late,2025-05-05 13:10:00
486,486,ok,2025-03-10 08:00:00
487,487,ok,2025-03-10 08:45:00
488,488,late,2025-03-18 09:30:00
489,489,late,2025-03-18 10:00:00
490,490,ok,2025-03-18 10:00:00
491,491,ok,2025-03-18 10:55:00
492,492,ok,2025-03-18 12:15:00
493,493,ok,2025-04-20 07:45:00
494,494,ok,2025-04-20 09:18:00
495,495,late,2025-04-20 11:20:00
496,496,ok,2025-04-20 10:45:00
497,497,ok,2025-01-19 08:05:00
498,498,late,2025-01-19 09:50:00
499,499,ok,2025-01-19 10:38:00
500,500,late,2025-02-26 08:40:00
501,501,ok,2025-02-26 09:58:00
502,502,ok,2025-02-26 09:55:00
503,503,late,2025-02-26 12:40:00
504,504,ok,2025-02-26 12:05:00
505,505,ok,2025-02-26 13:10:00
506,506,late,2025-01-12 09:20:00
507,507,late,2025-01-12 09:40:00
508,508,ok,2025-01-12 10:00:00
509,509,ok,2025-02-15 08:25:00
510,510,late,2025-02-15 09:40:00
511,511,ok,2025-02-15 10:25:00
512,512,late,2025-02-15 11:40:00
513,513,ok,2025-03-13 08:58:00
514,514,ok,2025-03-13 09:25:00
515,515,ok,2025-03-13 10:05:00
516,516,ok,2025-03-13 10:45:00
517,517,late,2025-03-13 12:50:00
518,518,ok,2025-01-17 08:00:00
519,519,late,2025-01-17 10:30:00
520,520,ok,2025-04-02 08:15:00
521,521,ok,2025-04-02 09:25:00
522,522,late,2025-04-02 11:40:00
523,523,late,2025-04-02 12:40:00
524,524,late,2025-04-02 13:40:00
525,525,ok,2025-04-02 13:05:00
526,526,ok,2025-01-14 08:15:00
527,527,ok,2025-01-14 09:38:00
528,528,late,2025-01-14 11:30:00
529,529,ok,2025-04-13 08:05:00
530,530,late,2025-04-13 10:00:00
531,531,ok,2025-04-13 10:05:00
532,532,late,2025-04-13 12:50:00
533,533,ok,2025-04-13 12:25:00
534,534,ok,2025-04-13 13:18:00
535,535,ok,2025-03-02 08:58:00
536,536,ok,2025-03-02 09:28:00
537,537,ok,2025-03-02 10:25:00
538,538,late,2025-03-02 11:50:00
539,539,ok,2025-03-02 12:15:00
540,540,late,2025-03-02 13:40:00
541,541,ok,2025-03-10 08:25:00
542,542,late,2025-03-10 10:40:00
543,543,late,2025-03-10 11:40:00
544,544,late,2025-03-10 12:40:00
545,545,ok,2025-02-28 08:58:00
546,546,ok,2025-02-28 09:25:00
547,547,ok,2025-02-28 09:45:00
548,548,late,2025-01-15 08:40:00
549,549,late,2025-01-15 09:50:00
550,550,ok,2025-01-15 10:28:00
551,551,ok,2025-01-15 11:10:00
552,552,ok,2025-01-15 12:18:00
553,553,ok,2025-04-14 08:45:00
554,554,ok,2025-04-14 09:25:00
555,555,ok,2025-04-14 09:45:00
556,556,ok,2025-04-14 10:45:00
557,557,late,2025-04-14 13:30:00
558,558,late,2025-04-17 08:40:00
559,559,late,2025-04-17 09:50:00
560,560,ok,2025-04-02 08:18:00
561,561,ok,2025-04-02 08:45:00
562,562,ok,2025-04-02 10:10:00
563,563,ok,2025-04-02 11:15:00
564,564,ok,2025-05-05 07:55:00
565,565,late,2025-05-05 10:20:00
566,566,late,2025-05-05 11:30:00
567,567,ok,2025-05-05 11:25:00
568,568,ok,2025-04-24 08:05:00
569,569,ok,2025-04-24 09:58:00
570,570,late,2025-03-10 09:50:00
571,571,ok,2025-03-10 09:28:00
572,572,late,2025-04-14 08:40:00
573,573,ok,2025-04-14 08:45:00
574,574,late,2025-04-14 10:40:00
575,575,ok,2025-04-14 11:15:00
576,576,ok,2025-04-14 12:38:00
577,577,ok,2025-03-31 08:40:00
578,578,ok,2025-03-31 08:55:00
579,579,late,2025-03-31 11:30:00
580,580,ok,2025-03-31 11:40:00
581,581,ok,2025-03-29 08:28:00
582,582,late,2025-03-29 09:50:00
583,583,ok,2025-03-29 10:15:00
584,584,ok,2025-03-05 08:25:00
585,585,ok,2025-03-05 09:20:00
586,586,ok,2025-03-05 10:05:00
587,587,late,2025-02-26 09:20:00
588,588,late,2025-02-26 09:50:00
589,589,late,2025-01-28 09:20:00
590,590,ok,2025-01-28 09:15:00
591,591,ok,2025-01-28 10:38:00
592,592,late,2025-01-28 12:50:00
593,593,late,2025-03-29 09:20:00
594,594,late,2025-03-29 10:50:00
595,595,late,2025-03-29 12:10:00
596,596,late,2025-03-29 12:00:00
597,597,late,2025-01-17 09:20:00
598,598,ok,2025-01-17 08:45:00
599,599,ok,2025-02-07 08:25:00
600,600,ok,2025-02-07 09:28:00
601,601,ok,2025-02-07 10:10:00
602,602,ok,2025-02-07 11:20:00
603,603,late,2025-02-07 13:30:00
604,604,late,2025-02-07 14:40:00
605,605,late,2025-01-23 09:50:00
606,606,ok,2025-01-23 09:05:00
607,607,late,2025-01-23 10:50:00
608,608,late,2025-01-23 13:10:00
609,609,late,2025-01-16 08:40:00
610,610,ok,2025-01-16 09:40:00
611,611,late,2025-01-16 10:40:00
612,612,ok,2025-01-16 11:25:00
613,613,ok,2025-01-16 12:25:00
614,614,ok,2025-05-04 08:10:00
615,615,ok,2025-05-04 09:25:00
616,616,late,2025-05-04 11:40:00
617,617,ok,2025-02-04 08:00:00
618,618,ok,2025-02-04 09:10:00
619,619,ok,2025-02-04 10:05:00
620,620,ok,2025-02-04 11:18:00
621,621,ok,2025-02-04 12:20:00
622,622,ok,2025-02-04 13:25:00
623,623,late,2025-04-11 09:30:00
624,624,ok,2025-04-11 09:15:00
625,625,ok,2025-04-11 10:45:00
626,626,late,2025-02-18 09:30:00
627,627,ok,2025-02-18 09:40:00
628,628,ok,2025-02-27 08:58:00
629,629,late,2025-02-27 09:40:00
630,630,late,2025-03-03 09:30:00
631,631,ok,2025-03-03 09:18:00
632,632,ok,2025-03-03 10:38:00
633,633,ok,2025-03-03 11:18:00
634,634,ok,2025-03-03 12:25:00
635,635,ok,2025-03-03 13:25:00
636,636,late,2025-03-17 08:40:00
637,637,late,2025-03-17 10:30:00
638,638,ok,2025-02-28 08:00:00
639,639,ok,2025-02-28 09:45:00
640,640,ok,2025-02-28 10:18:00
641,641,ok,2025-02-28 11:38:00
642,642,ok,2025-02-21 08:25:00
643,643,ok,2025-02-21 09:40:00
644,644,late,2025-02-21 11:00:00
645,645,ok,2025-02-21 10:45:00
646,646,ok,2025-02-21 11:45:00
647,647,late,2025-02-21 15:10:00
648,648,ok,2025-02-01 08:25:00
649,649,ok,2025-02-01 09:10:00
650,650,late,2025-02-01 10:40:00
651,651,ok,2025-02-01 11:28:00
652,652,ok,2025-01-13 08:10:00
653,653,late,2025-01-13 10:20:00
654,654,ok,2025-01-13 10:18:00
655,655,late,2025-01-13 12:50:00
656,656,late,2025-05-07 08:50:00
657,657,ok,2025-05-07 09:58:00
658,658,late,2025-03-06 09:20:00
659,659,ok,2025-03-06 09:25:00
660,660,ok,2025-03-06 10:18:00
661,661,ok,2025-03-06 11:25:00
662,662,ok,2025-03-06 12:25:00
663,663,ok,2025-03-22 08:40:00
664,664,ok,2025-03-22 08:55:00
665,665,ok,2025-03-22 10:20:00
666,666,late,2025-03-22 11:40:00
667,667,ok,2025-04-23 08:00:00
668,668,ok,2025-04-23 09:15:00
669,669,ok,2025-04-25 08:45:00
670,670,ok,2025-04-25 09:20:00
671,671,late,2025-04-25 11:50:00
672,672,ok,2025-04-25 11:15:00
673,673,ok,2025-02-15 08:20:00
674,674,ok,2025-02-15 09:38:00
675,675,ok,2025-02-15 10:05:00
676,676,ok,2025-02-15 11:25:00
677,677,late,2025-03-08 09:30:00
678,678,late,2025-03-08 10:20:00
679,679,ok,2025-03-08 10:18:00
680,680,ok,2025-04-16 08:05:00
681,681,ok,2025-04-16 09:15:00
682,682,ok,2025-04-16 10:28:00
683,683,ok,2025-04-16 11:38:00
684,684,ok,2025-04-16 11:45:00
685,685,ok,2025-04-16 12:45:00
686,686,ok,2025-05-04 08:40:00
687,687,late,2025-05-04 11:10:00
688,688,ok,2025-03-31 08:05:00
689,689,late,2025-03-31 11:10:00
690,690,late,2025-04-01 09:40:00
691,691,ok,2025-04-01 09:05:00
692,692,ok,2025-04-01 10:05:00
693,693,ok,2025-04-01 10:55:00
694,694,ok,2025-02-16 08:10:00
695,695,late,2025-02-16 09:50:00
696,696,late,2025-01-16 08:50:00
697,697,ok,2025-01-16 09:40:00
698,698,ok,2025-01-16 10:40:00
699,699,late,2025-01-16 11:50:00
700,700,ok,2025-01-16 12:58:00
701,701,ok,2025-02-11 08:18:00
702,702,ok,2025-02-11 09:18:00
703,703,ok,2025-02-11 10:15:00
704,704,ok,2025-02-11 11:38:00
705,705,ok,2025-02-11 12:25:00
706,706,ok,2025-05-09 08:38:00
707,707,ok,2025-05-09 09:40:00
708,708,ok,2025-05-09 10:18:00
709,709,ok,2025-05-09 11:00:00
