item_id,order_id,product_id,quantity,unit_price,line_amount
352,176,8,27,56.84,1534.68
353,177,2,15,27.26,408.9
354,177,14,23,86.42,1987.66
355,177,24,24,135.72,3257.28
356,178,49,12,258.97,3107.64
357,178,42,7,224.46,1571.22
358,179,22,32,125.86,4027.52
359,180,4,33,37.12,1224.96
360,180,32,22,175.16,3853.52
361,181,22,16,125.86,2013.76
362,181,40,39,214.6,8369.4
363,181,8,29,56.84,1648.36
364,182,35,32,189.95,6078.4
365,182,44,34,234.32,7966.88
366,183,9,15,61.77,926.55
367,183,23,33,130.79,4316.07
368,183,33,25,180.09,4502.25
369,184,40,35,214.6,7511.0
370,184,10,18,66.7,1200.6
371,184,10,27,66.7,1800.9
372,185,14,10,86.42,864.2
373,185,25,22,140.65,3094.3
374,186,16,12,96.28,1155.36
375,186,8,8,56.84,454.72
376,186,35,22,189.95,4178.9
377,187,44,28,234.32,6560.96
378,187,5,28,42.05,1177.4
379,188,44,24,234.32,5623.68
380,188,39,14,209.67,2935.38
381,189,40,19,214.6,4077.4
382,189,29,33,160.37,5292.21
383,190,12,38,76.56,2909.28
384,191,19,21,111.07,2332.47
385,192,37,26,199.81,5195.06
386,192,13,29,81.49,2363.21
387,192,42,28,224.46,6284.88
388,193,36,21,194.88,4092.48
389,193,18,7,106.14,742.98
390,193,13,23,81.49,1874.27
391,194,36,39,194.88,7600.32
392,194,29,3,160.37,481.11
393,194,12,12,76.56,918.72
394,195,38,15,204.74,3071.1
395,196,41,22,219.53,4829.66
396,196,10,21,66.7,1400.7
397,196,17,11,101.21,1113.31
398,197,42,24,224.46,5387.04
399,197,14,22,86.42,1901.24
400,197,11,9,71.63,644.67
401,198,16,5,96.28,481.4
402,199,47,35,249.11,8718.85
403,199,13,3,81.49,244.47
404,200,44,22,234.32,5155.04
405,200,48,27,254.04,6859.08
406,200,18,31,106.14,3290.34
407,201,10,8,66.7,533.6
408,201,9,29,61.77,1791.33
409,202,39,9,209.67,1887.03
410,202,47,5,249.11,1245.55
411,202,42,40,224.46,8978.4
412,203,45,33,239.25,7895.25
413,203,35,6,189.95,1139.7
414,204,37,24,199.81,4795.44
415,205,34,29,185.02,5365.58
416,206,42,5,224.46,1122.3
417,206,48,9,254.04,2286.36
418,206,9,24,61.77,1482.48
419,207,2,20,27.26,545.2
420,208,16,6,96.28,577.68
421,208,46,37,244.18,9034.66
422,209,45,5,239.25,1196.25
423,210,47,2,249.11,498.22
424,211,8,18,56.84,1023.12
425,211,24,37,135.72,5021.64
426,211,34,18,185.02,3330.36
427,212,27,5,150.51,752.55
428,212,45,29,239.25,6938.25
429,213,12,32,76.56,2449.92
430,213,40,27,214.6,5794.2
431,214,39,17,209.67,3564.39
432,214,1,6,22.33,133.98
433,214,49,16,258.97,4143.52
434,215,8,17,56.84,966.28
435,216,49,8,258.97,2071.76
436,216,45,10,239.25,2392.5
437,216,7,34,51.91,1764.94
438,217,35,18,189.95,3419.1
439,218,20,8,116.0,928.0
440,218,43,13,229.39,2982.07
441,219,33,7,180.09,1260.63
442,219,18,17,106.14,1804.38
443,219,41,38,219.53,8342.14
444,220,16,27,96.28,2599.56
445,221,15,2,91.35,182.7
446,221,10,18,66.7,1200.6
447,221,38,36,204.74,7370.64
448,222,21,21,120.93,2539.53
449,222,38,13,204.74,2661.62
450,223,9,28,61.77,1729.56
451,223,24,28,135.72,3800.16
452,224,6,11,46.98,516.78
453,225,42,5,224.46,1122.3
454,225,33,31,180.09,5582.79
455,226,7,19,51.91,986.29
456,226,34,7,185.02,1295.14
457,226,10,33,66.7,2201.1
458,227,35,10,189.95,1899.5
459,227,29,25,160.37,4009.25
460,227,14,10,86.42,864.2
461,228,29,38,160.37,6094.06
462,228,49,40,258.97,10358.8
463,228,10,39,66.7,2601.3
464,229,48,18,254.04,4572.72
465,229,50,28,263.9,7389.2
466,230,48,25,254.04,6351.0
467,230,45,33,239.25,7895.25
468,231,6,7,46.98,328.86
469,231,47,9,249.11,2241.99
470,231,43,24,229.39,5505.36
471,232,39,4,209.67,838.68
472,233,23,38,130.79,4970.02
473,233,45,6,239.25,1435.5
474,233,32,14,175.16,2452.24
475,234,48,8,254.04,2032.32
476,235,10,13,66.7,867.1
477,235,9,21,61.77,1297.17
478,236,43,24,229.39,5505.36
479,236,9,34,61.77,2100.18
480,236,22,17,125.86,2139.62
481,237,3,40,32.19,1287.6
482,238,23,2,130.79,261.58
483,238,13,29,81.49,2363.21
484,238,13,39,81.49,3178.11
485,239,39,25,209.67,5241.75
486,240,32,26,175.16,4554.16
487,240,1,32,22.33,714.56
488,240,41,5,219.53,1097.65
489,241,44,14,234.32,3280.48
490,241,10,39,66.7,2601.3
491,242,27,30,150.51,4515.3
492,242,31,13,170.23,2212.99
493,243,1,14,22.33,312.62
494,244,46,39,244.18,9523.02
495,245,5,32,42.05,1345.6
496,245,27,15,150.51,2257.65
497,246,16,20,96.28,1925.6
498,246,38,7,204.74,1433.18
499,247,7,23,51.91,1193.93
500,247,13,7,81.49,570.43
501,248,4,17,37.12,631.04
502,248,10,27,66.7,1800.9
503,249,18,22,106.14,2335.08
504,249,6,24,46.98,1127.52
505,249,7,11,51.91,571.01
506,250,30,24,165.3,3967.2
507,250,36,13,194.88,2533.44
