pos_id,auftr_nr,art_nr,menge,einzelpr,pos_rabatt,pos_netto,gewicht_kg
296,122,A00077,48,268.81,1290.29,11612.59,166.608
297,123,A00013,12,53.51,0.0,642.12,8.628
298,123,A00025,36,94.68,170.42,3238.06,44.46
299,124,A00069,29,231.36,0.0,6709.44,90.683
300,124,A00073,45,253.1,1138.95,10250.55,148.455
301,124,A00014,20,58.22,0.0,1164.4,15.24
302,124,A00084,40,287.28,0.0,11491.2,150.88
303,125,A00056,32,215.8,345.28,6560.32,82.176
304,125,A00078,45,254.46,0.0,11450.7,158.13
305,125,A00087,48,256.72,0.0,12322.56,187.248
306,125,A00038,38,121.7,462.46,4162.14,68.172
307,126,A00009,45,39.4,88.65,1684.35,24.615
308,127,A00034,34,133.79,0.0,4548.86,55.148
309,127,A00053,35,185.49,649.22,5842.93,85.365
310,127,A00005,3,28.93,0.0,86.79,1.125
311,128,A00022,15,82.82,0.0,1242.3,16.59
312,128,A00051,35,161.7,282.98,5376.52,82.355
313,128,A00058,43,187.02,804.19,7237.67,114.122
314,128,A00032,21,135.81,285.2,2566.81,32.256
315,129,A00065,18,227.87,205.08,3896.58,53.19
316,130,A00002,17,17.39,0.0,295.63,4.182
317,130,A00002,9,17.39,7.83,148.68,2.214
318,130,A00017,33,64.15,105.85,2011.1,29.403
319,131,A00059,39,182.64,0.0,7122.96,105.183
320,131,A00065,21,227.87,239.26,4546.01,62.055
321,132,A00064,47,258.08,1212.98,10916.78,136.864
322,132,A00084,23,287.28,330.37,6277.07,86.756
323,133,A00041,13,162.92,0.0,2117.96,24.999
324,134,A00013,48,53.51,0.0,2568.48,34.512
325,134,A00030,44,101.64,0.0,4472.16,63.8
326,135,A00063,21,215.93,453.45,4081.08,60.249
327,135,A00049,25,192.27,0.0,4806.75,56.675
328,136,A00025,35,94.68,0.0,3313.8,43.225
329,136,A00089,21,270.56,284.09,5397.67,83.727
330,136,A00082,36,245.34,0.0,8832.24,132.696
331,137,A00071,5,223.92,111.96,1007.64,16.065
332,137,A00021,2,89.92,0.0,179.84,2.126
333,137,A00002,10,17.39,0.0,173.9,2.46
334,137,A00028,42,94.41,0.0,3965.22,57.288
335,138,A00044,2,158.64,0.0,317.28,4.104
336,138,A00074,46,257.53,592.32,11254.06,153.732
337,138,A00048,28,150.93,422.6,3803.44,62.272
338,138,A00025,27,94.68,0.0,2556.36,33.345
339,139,A00086,11,315.84,0.0,3474.24,42.438
340,139,A00056,2,215.8,43.16,388.44,5.136
341,140,A00082,14,245.34,0.0,3434.76,51.604
342,141,A00084,5,287.28,0.0,1436.4,18.86
343,141,A00010,50,42.2,0.0,2110.0,29.5
344,141,A00038,27,121.7,164.3,3121.6,48.438
345,141,A00064,27,258.08,0.0,6968.16,78.624
346,142,A00017,21,64.15,0.0,1347.15,18.711
347,142,A00013,6,53.51,32.11,288.95,4.314
348,142,A00014,12,58.22,69.86,628.78,9.144
349,143,A00006,17,37.04,0.0,629.68,7.106
350,143,A00059,9,182.64,82.19,1561.57,24.273
351,143,A00014,33,58.22,192.13,1729.13,25.146
352,144,A00072,2,238.04,23.8,452.28,6.512
353,145,A00081,11,265.38,0.0,2919.18,40.073
354,146,A00013,50,53.51,0.0,2675.5,35.95
355,147,A00053,20,185.49,185.49,3524.31,48.78
356,147,A00074,38,257.53,0.0,9786.14,126.996
357,147,A00021,13,89.92,58.45,1110.51,13.819
358,147,A00076,2,273.84,54.77,492.91,6.856
359,148,A00049,49,192.27,0.0,9421.23,111.083
360,148,A00011,8,49.74,39.79,358.13,5.064
361,149,A00051,34,161.7,0.0,5497.8,80.002
362,149,A00080,3,301.85,0.0,905.55,10.8
363,150,A00029,22,109.85,241.67,2175.03,30.954
364,151,A00073,44,253.1,556.82,10579.58,145.156
365,151,A00086,19,315.84,600.1,5400.86,73.302
366,151,A00054,28,197.13,0.0,5519.64,69.496
367,151,A00061,17,213.52,0.0,3629.84,47.311
368,152,A00038,1,121.7,0.0,121.7,1.794
369,153,A00082,35,245.34,0.0,8586.9,129.01
370,153,A00085,44,253.81,0.0,11167.64,167.86
371,153,A00065,6,227.87,0.0,1367.22,17.73
372,154,A00039,44,158.58,697.75,6279.77,80.828
373,154,A00076,31,273.84,0.0,8489.04,106.268
374,155,A00027,17,118.09,0.0,2007.53,22.457
375,155,A00076,47,273.84,0.0,12870.48,161.116
376,155,A00080,10,301.85,301.85,2716.65,36.0
377,155,A00018,2,81.34,0.0,162.68,1.868
378,156,A00003,37,25.56,0.0,945.72,10.693
379,156,A00085,38,253.81,482.24,9162.54,144.97
380,157,A00053,6,185.49,55.65,1057.29,14.634
381,157,A00060,41,199.63,0.0,8184.83,112.34
382,158,A00042,36,135.61,0.0,4881.96,70.776
383,158,A00016,37,72.46,0.0,2681.02,31.376
384,159,A00027,15,118.09,88.57,1682.78,19.815
385,160,A00024,7,106.45,0.0,745.15,8.344
386,161,A00034,10,133.79,66.89,1271.01,16.22
387,161,A00044,13,158.64,206.23,1856.09,26.676
388,162,A00083,24,257.01,0.0,6168.24,89.496
389,163,A00022,44,82.82,364.41,3279.67,48.664
390,164,A00039,26,158.58,0.0,4123.08,47.762
391,165,A00007,28,39.51,0.0,1106.28,12.908
392,165,A00083,50,257.01,0.0,12850.5,186.45
393,165,A00036,14,152.76,0.0,2138.64,23.912
394,165,A00059,42,182.64,767.09,6903.79,113.274
395,166,A00062,29,193.65,561.59,5054.26,81.954
396,166,A00046,25,167.63,0.0,4190.75,53.45
397,166,A00016,40,72.46,0.0,2898.4,33.92
398,167,A00078,47,254.46,0.0,11959.62,165.158
399,167,A00042,41,135.61,0.0,5560.01,80.606
400,168,A00013,8,53.51,0.0,428.08,5.752
401,168,A00073,44,253.1,556.82,10579.58,145.156
402,169,A00027,26,118.09,0.0,3070.34,34.346
403,169,A00023,27,95.65,0.0,2582.55,31.023
404,169,A00032,41,135.81,0.0,5568.21,62.976
405,169,A00080,48,301.85,1448.88,13039.92,172.8
406,170,A00008,42,36.15,0.0,1518.3,21.168
407,171,A00020,29,74.74,0.0,2167.46,29.58
408,171,A00015,11,63.04,0.0,693.44,8.855
409,171,A00007,1,39.51,1.98,37.53,0.461
410,172,A00054,11,197.13,108.42,2060.01,27.302
411,172,A00038,46,121.7,0.0,5598.2,82.524
412,172,A00006,21,37.04,77.78,700.06,8.778
413,173,A00058,42,187.02,785.48,7069.36,111.468
414,173,A00085,34,253.81,431.48,8198.06,129.71
415,173,A00050,35,169.72,594.02,5346.18,80.85
416,173,A00019,47,85.93,0.0,4038.71,45.919
417,174,A00048,28,150.93,0.0,4226.04,62.272
418,175,A00076,16,273.84,0.0,4381.44,54.848
419,176,A00056,2,215.8,21.58,410.02,5.136
420,177,A00049,38,192.27,730.63,6575.63,86.146
421,177,A00057,49,212.25,1040.03,9360.22,127.939
422,178,A00053,12,185.49,0.0,2225.88,29.268
423,178,A00087,50,256.72,0.0,12836.0,195.05
424,178,A00051,24,161.7,194.04,3686.76,56.472
425,179,A00071,47,223.92,526.21,9998.03,151.011
426,179,A00016,35,72.46,0.0,2536.1,29.68
427,179,A00015,48,63.04,0.0,3025.92,38.64
428,179,A00010,6,42.2,25.32,227.88,3.54
429,180,A00052,18,183.41,330.14,2971.24,43.128
430,181,A00086,48,315.84,1516.03,13644.29,185.184
431,181,A00047,37,193.4,357.79,6798.01,80.697
432,181,A00062,42,193.65,813.33,7319.97,118.692
433,181,A00030,43,101.64,0.0,4370.52,62.35
434,182,A00081,44,265.38,583.84,11092.88,160.292
435,182,A00005,7,28.93,10.13,192.38,2.625
436,182,A00053,8,185.49,74.2,1409.72,19.512
437,183,A00012,45,48.15,0.0,2166.75,30.42
438,183,A00083,21,257.01,539.72,4857.49,78.309
439,184,A00054,43,197.13,0.0,8476.59,106.726
440,184,A00024,15,106.45,79.84,1516.91,17.88
441,184,A00061,16,213.52,341.63,3074.69,44.528
442,185,A00055,39,170.86,0.0,6663.54,98.475
443,185,A00054,1,197.13,19.71,177.42,2.482
444,186,A00007,9,39.51,17.78,337.81,4.149
445,186,A00046,12,167.63,0.0,2011.56,25.656
446,187,A00018,35,81.34,0.0,2846.9,32.69
447,187,A00090,28,287.26,0.0,8043.28,112.84
448,187,A00058,36,187.02,673.27,6059.45,95.544
449,187,A00030,49,101.64,0.0,4980.36,71.05
450,188,A00014,8,58.22,0.0,465.76,6.096
451,188,A00051,50,161.7,0.0,8085.0,117.65
452,189,A00010,21,42.2,0.0,886.2,12.39
453,189,A00049,15,192.27,0.0,2884.05,34.005
454,190,A00059,7,182.64,0.0,1278.48,18.879
455,190,A00010,41,42.2,173.02,1557.18,24.19
456,190,A00015,39,63.04,0.0,2458.56,31.395
457,191,A00023,47,95.65,0.0,4495.55,54.003
458,191,A00070,24,223.06,0.0,5353.44,76.08
459,191,A00034,38,133.79,0.0,5084.02,61.636
460,191,A00046,38,167.63,0.0,6369.94,81.244
461,192,A00048,41,150.93,618.81,5569.32,91.184
462,193,A00070,11,223.06,0.0,2453.66,34.87
463,194,A00030,33,101.64,167.71,3186.41,47.85
464,194,A00070,25,223.06,0.0,5576.5,79.25
465,194,A00018,33,81.34,0.0,2684.22,30.822
466,194,A00080,4,301.85,0.0,1207.4,14.4
467,195,A00032,49,135.81,665.47,5989.22,75.264
468,195,A00014,12,58.22,34.93,663.71,9.144
469,196,A00041,30,162.92,0.0,4887.6,57.69
470,196,A00049,5,192.27,0.0,961.35,11.335
471,197,A00025,50,94.68,0.0,4734.0,61.75
472,198,A00067,19,235.81,224.02,4256.37,57.779
473,199,A00071,3,223.92,67.18,604.58,9.639
474,199,A00068,8,257.36,0.0,2058.88,24.672
475,200,A00025,47,94.68,0.0,4449.96,58.045
476,201,A00054,25,197.13,0.0,4928.25,62.05
477,201,A00080,47,301.85,0.0,14186.95,169.2
478,201,A00075,11,277.37,0.0,3051.07,37.235
479,202,A00044,41,158.64,325.21,6179.03,84.132
480,202,A00040,27,164.51,0.0,4441.77,50.76
481,203,A00060,6,199.63,59.89,1137.89,16.44
482,203,A00002,20,17.39,34.78,313.02,4.92
483,203,A00045,25,183.88,459.7,4137.3,52.375
484,204,A00051,12,161.7,0.0,1940.4,28.236
485,205,A00043,31,135.86,421.17,3790.49,62.279
486,205,A00053,32,185.49,296.78,5638.9,78.048
487,205,A00027,37,118.09,0.0,4369.33,48.877
488,206,A00008,22,36.15,0.0,795.3,11.088
489,207,A00047,29,193.4,0.0,5608.6,63.249
490,208,A00038,9,121.7,0.0,1095.3,16.146
491,208,A00057,20,212.25,212.25,4032.75,52.22
492,208,A00015,9,63.04,28.37,538.99,7.245
493,208,A00088,43,295.42,0.0,12703.06,169.592
494,209,A00035,14,148.84,104.19,1979.57,23.31
495,209,A00016,46,72.46,333.32,2999.84,39.008
496,210,A00041,8,162.92,0.0,1303.36,15.384
497,211,A00056,34,215.8,733.72,6603.48,87.312
498,212,A00086,40,315.84,0.0,12633.6,154.32
499,212,A00075,21,277.37,0.0,5824.77,71.085
500,212,A00009,47,39.4,185.18,1666.62,25.709
501,213,A00072,8,238.04,95.22,1809.1,26.048
502,213,A00002,39,17.39,33.91,644.3,9.594
503,214,A00052,17,183.41,0.0,3117.97,40.732
504,215,A00054,44,197.13,0.0,8673.72,109.208
505,215,A00023,36,95.65,172.17,3271.23,41.364
506,215,A00006,45,37.04,0.0,1666.8,18.81
507,215,A00024,26,106.45,0.0,2767.7,30.992
508,216,A00040,50,164.51,411.28,7814.22,94.0
509,216,A00045,20,183.88,0.0,3677.6,41.9
510,216,A00024,25,106.45,0.0,2661.25,29.8
511,216,A00045,32,183.88,294.21,5589.95,67.04
512,217,A00012,29,48.15,139.63,1256.72,19.604
513,218,A00002,26,17.39,0.0,452.14,6.396
514,218,A00085,16,253.81,0.0,4060.96,61.04
515,219,A00038,2,121.7,12.17,231.23,3.588
516,219,A00070,6,223.06,66.92,1271.44,19.02
517,219,A00071,18,223.92,0.0,4030.56,57.834
