invoice_id,subscription_id,company_id,invoice_date,subtotal,tax_amount,total_amount,paid_amount,remaining_amount,status
112,57,50,2024-11-12,29.0,5.51,34.51,34.51,0.0,paid
113,58,23,2024-11-20,33433.0,6352.27,39785.27,39785.27,0.0,paid
114,58,23,2024-12-20,33433.0,6352.27,39785.27,39785.27,0.0,paid
115,59,53,2024-08-08,5988.0,1137.72,7125.72,7125.72,0.0,paid
116,59,53,2024-09-07,5988.0,1137.72,7125.72,7125.72,0.0,paid
117,60,25,2024-03-08,4975.0,945.25,5920.25,5920.25,0.0,paid
118,60,25,2024-04-07,4975.0,945.25,5920.25,5920.25,0.0,paid
119,60,25,2024-05-07,4975.0,945.25,5920.25,5920.25,0.0,paid
120,61,1,2024-12-11,395.0,75.05,470.05,0.0,470.05,open
121,61,1,2025-01-10,395.0,75.05,470.05,470.05,0.0,paid
122,61,1,2025-02-09,395.0,75.05,470.05,470.05,0.0,paid
123,62,33,2024-09-10,1497.0,284.43,1781.43,1781.43,0.0,paid
124,62,33,2024-10-10,1497.0,284.43,1781.43,0.0,1781.43,open
125,62,33,2024-11-09,1497.0,284.43,1781.43,1781.43,0.0,paid
126,63,45,2024-05-19,1996.0,379.24,2375.24,2375.24,0.0,paid
127,64,5,2025-01-29,49401.0,9386.19,58787.19,58787.19,0.0,paid
128,64,5,2025-02-28,49401.0,9386.19,58787.19,58787.19,0.0,paid
129,65,27,2024-07-21,553.0,105.07,658.07,658.07,0.0,paid
130,65,27,2024-08-20,553.0,105.07,658.07,658.07,0.0,paid
131,65,27,2024-09-19,553.0,105.07,658.07,658.07,0.0,paid
132,66,15,2024-04-11,44411.0,8438.09,52849.09,52849.09,0.0,paid
133,66,15,2024-05-11,44411.0,8438.09,52849.09,52849.09,0.0,paid
134,67,2,2024-02-20,553.0,105.07,658.07,658.07,0.0,paid
135,68,38,2024-03-01,29.0,5.51,34.51,34.51,0.0,paid
136,68,38,2024-03-31,29.0,5.51,34.51,34.51,0.0,paid
137,69,47,2024-04-23,199.0,37.81,236.81,236.81,0.0,paid
138,70,32,2024-03-26,32435.0,6162.65,38597.65,38597.65,0.0,paid
139,71,17,2025-01-16,58.0,11.02,69.02,69.02,0.0,paid
140,72,64,2024-12-22,632.0,120.08,752.08,752.08,0.0,paid
141,72,64,2025-01-21,632.0,120.08,752.08,752.08,0.0,paid
142,73,28,2024-08-21,8982.0,1706.58,10688.58,10688.58,0.0,paid
143,74,15,2025-01-11,2587.0,491.53,3078.53,3078.53,0.0,paid
144,75,39,2025-01-30,1592.0,302.48,1894.48,1894.48,0.0,paid
145,75,39,2025-03-01,1592.0,302.48,1894.48,1894.48,0.0,paid
146,75,39,2025-03-31,1592.0,302.48,1894.48,1894.48,0.0,paid
147,76,35,2025-01-06,4378.0,831.82,5209.82,5209.82,0.0,paid
148,76,35,2025-02-05,4378.0,831.82,5209.82,5209.82,0.0,paid
149,76,35,2025-03-07,4378.0,831.82,5209.82,5209.82,0.0,paid
150,77,20,2024-08-20,395.0,75.05,470.05,470.05,0.0,paid
151,77,20,2024-09-19,395.0,75.05,470.05,470.05,0.0,paid
152,78,39,2024-06-15,58.0,11.02,69.02,69.02,0.0,paid
153,79,48,2024-07-19,58.0,11.02,69.02,69.02,0.0,paid
154,79,48,2024-08-18,58.0,11.02,69.02,0.0,69.02,open
155,79,48,2024-09-17,58.0,11.02,69.02,69.02,0.0,paid
156,80,15,2024-10-27,2189.0,415.91,2604.91,0.0,2604.91,open
157,80,15,2024-11-26,2189.0,415.91,2604.91,2604.91,0.0,paid
158,81,56,2024-07-01,4975.0,945.25,5920.25,5920.25,0.0,paid
159,82,72,2024-06-11,3184.0,604.96,3788.96,3788.96,0.0,paid
160,83,47,2024-12-15,237.0,45.03,282.03,282.03,0.0,paid
161,83,47,2025-01-14,237.0,45.03,282.03,282.03,0.0,paid
162,83,47,2025-02-13,237.0,45.03,282.03,282.03,0.0,paid
163,84,71,2024-02-08,711.0,135.09,846.09,846.09,0.0,paid
164,84,71,2024-03-09,711.0,135.09,846.09,846.09,0.0,paid
165,85,53,2024-02-19,37425.0,7110.75,44535.75,44535.75,0.0,paid
166,85,53,2024-03-20,37425.0,7110.75,44535.75,44535.75,0.0,paid
167,86,9,2024-12-29,35928.0,6826.32,42754.32,0.0,42754.32,open
168,87,39,2024-05-28,316.0,60.04,376.04,0.0,376.04,open
169,87,39,2024-06-27,316.0,60.04,376.04,376.04,0.0,paid
170,88,32,2024-09-15,43413.0,8248.47,51661.47,51661.47,0.0,paid
171,88,32,2024-10-15,43413.0,8248.47,51661.47,51661.47,0.0,paid
172,88,32,2024-11-14,43413.0,8248.47,51661.47,51661.47,0.0,paid
173,89,64,2024-08-02,87.0,16.53,103.53,0.0,103.53,open
174,90,57,2024-12-09,32934.0,6257.46,39191.46,39191.46,0.0,paid
175,90,57,2025-01-08,32934.0,6257.46,39191.46,39191.46,0.0,paid
176,90,57,2025-02-07,32934.0,6257.46,39191.46,39191.46,0.0,paid
177,91,6,2024-03-16,58.0,11.02,69.02,69.02,0.0,paid
178,91,6,2024-04-15,58.0,11.02,69.02,69.02,0.0,paid
179,92,34,2024-01-02,158.0,30.02,188.02,188.02,0.0,paid
180,92,34,2024-02-01,158.0,30.02,188.02,188.02,0.0,paid
181,93,70,2024-01-04,3383.0,642.77,4025.77,4025.77,0.0,paid
182,93,70,2024-02-03,3383.0,642.77,4025.77,4025.77,0.0,paid
183,94,80,2024-06-04,632.0,120.08,752.08,752.08,0.0,paid
184,94,80,2024-07-04,632.0,120.08,752.08,0.0,752.08,open
185,94,80,2024-08-03,632.0,120.08,752.08,752.08,0.0,paid
186,95,52,2024-11-09,44411.0,8438.09,52849.09,52849.09,0.0,paid
187,95,52,2024-12-09,44411.0,8438.09,52849.09,52849.09,0.0,paid
188,95,52,2025-01-08,44411.0,8438.09,52849.09,52849.09,0.0,paid
189,96,4,2024-11-28,58.0,11.02,69.02,0.0,69.02,open
190,96,4,2024-12-28,58.0,11.02,69.02,69.02,0.0,paid
191,96,4,2025-01-27,58.0,11.02,69.02,69.02,0.0,paid
192,97,71,2024-01-19,29.0,5.51,34.51,0.0,34.51,open
193,98,43,2025-01-21,2985.0,567.15,3552.15,3552.15,0.0,paid
194,99,20,2024-08-22,30938.0,5878.22,36816.22,36816.22,0.0,paid
195,100,6,2024-09-29,49401.0,9386.19,58787.19,58787.19,0.0,paid
196,101,35,2025-01-05,316.0,60.04,376.04,376.04,0.0,paid
197,101,35,2025-02-04,316.0,60.04,376.04,376.04,0.0,paid
198,102,11,2024-01-24,6487.0,1232.53,7719.53,0.0,7719.53,open
199,102,11,2024-02-23,6487.0,1232.53,7719.53,7719.53,0.0,paid
200,102,11,2024-03-24,6487.0,1232.53,7719.53,7719.53,0.0,paid
201,103,2,2024-08-11,58.0,11.02,69.02,69.02,0.0,paid
202,104,8,2024-11-02,29.0,5.51,34.51,0.0,34.51,open
203,105,21,2024-07-04,29.0,5.51,34.51,34.51,0.0,paid
204,105,21,2024-08-03,29.0,5.51,34.51,34.51,0.0,paid
205,105,21,2024-09-02,29.0,5.51,34.51,34.51,0.0,paid
206,106,47,2024-06-22,1497.0,284.43,1781.43,1781.43,0.0,paid
207,106,47,2024-07-22,1497.0,284.43,1781.43,1781.43,0.0,paid
208,107,65,2024-06-02,58.0,11.02,69.02,69.02,0.0,paid
209,107,65,2024-07-02,58.0,11.02,69.02,69.02,0.0,paid
210,107,65,2024-08-01,58.0,11.02,69.02,69.02,0.0,paid
211,108,41,2024-12-25,474.0,90.06,564.06,564.06,0.0,paid
212,109,29,2024-09-23,58.0,11.02,69.02,69.02,0.0,paid
213,109,29,2024-10-23,58.0,11.02,69.02,69.02,0.0,paid
214,109,29,2024-11-22,58.0,11.02,69.02,69.02,0.0,paid
215,110,52,2024-01-15,1592.0,302.48,1894.48,1894.48,0.0,paid
216,111,21,2024-12-16,237.0,45.03,282.03,282.03,0.0,paid
217,111,21,2025-01-15,237.0,45.03,282.03,0.0,282.03,open
218,111,21,2025-02-14,237.0,45.03,282.03,282.03,0.0,paid
219,112,72,2024-02-11,87.0,16.53,103.53,103.53,0.0,paid
220,112,72,2024-03-12,87.0,16.53,103.53,103.53,0.0,paid
221,112,72,2024-04-11,87.0,16.53,103.53,103.53,0.0,paid
222,113,3,2024-09-13,553.0,105.07,658.07,658.07,0.0,paid
223,113,3,2024-10-13,553.0,105.07,658.07,658.07,0.0,paid
224,113,3,2024-11-12,553.0,105.07,658.07,658.07,0.0,paid
225,114,16,2024-11-21,58.0,11.02,69.02,69.02,0.0,paid
226,114,16,2024-12-21,58.0,11.02,69.02,69.02,0.0,paid
227,115,34,2024-08-01,4577.0,869.63,5446.63,5446.63,0.0,paid
228,115,34,2024-08-31,4577.0,869.63,5446.63,5446.63,0.0,paid
229,115,34,2024-09-30,4577.0,869.63,5446.63,5446.63,0.0,paid
230,116,26,2024-12-04,87.0,16.53,103.53,103.53,0.0,paid
231,116,26,2025-01-03,87.0,16.53,103.53,103.53,0.0,paid
232,116,26,2025-02-02,87.0,16.53,103.53,103.53,0.0,paid
233,117,16,2024-04-02,4378.0,831.82,5209.82,5209.82,0.0,paid
234,117,16,2024-05-02,4378.0,831.82,5209.82,5209.82,0.0,paid
235,117,16,2024-06-01,4378.0,831.82,5209.82,5209.82,0.0,paid
236,118,26,2024-12-02,2587.0,491.53,3078.53,3078.53,0.0,paid
237,119,22,2024-01-08,790.0,150.1,940.1,940.1,0.0,paid
238,119,22,2024-02-07,790.0,150.1,940.1,940.1,0.0,paid
239,119,22,2024-03-08,790.0,150.1,940.1,940.1,0.0,paid
240,120,56,2024-12-13,316.0,60.04,376.04,376.04,0.0,paid
241,120,56,2025-01-12,316.0,60.04,376.04,376.04,0.0,paid
242,120,56,2025-02-11,316.0,60.04,376.04,376.04,0.0,paid
243,121,54,2024-07-26,711.0,135.09,846.09,846.09,0.0,paid
244,122,50,2024-06-27,29.0,5.51,34.51,34.51,0.0,paid
245,122,50,2024-07-27,29.0,5.51,34.51,0.0,34.51,open
246,123,1,2024-07-23,474.0,90.06,564.06,564.06,0.0,paid
247,123,1,2024-08-22,474.0,90.06,564.06,0.0,564.06,open
248,123,1,2024-09-21,474.0,90.06,564.06,0.0,564.06,open
249,124,31,2024-07-02,44910.0,8532.9,53442.9,0.0,53442.9,open
250,124,31,2024-08-01,44910.0,8532.9,53442.9,53442.9,0.0,paid
251,124,31,2024-08-31,44910.0,8532.9,53442.9,53442.9,0.0,paid
252,125,45,2024-09-01,58.0,11.02,69.02,69.02,0.0,paid
253,125,45,2024-10-01,58.0,11.02,69.02,69.02,0.0,paid
254,126,36,2024-10-24,796.0,151.24,947.24,947.24,0.0,paid
255,127,8,2024-05-14,58.0,11.02,69.02,69.02,0.0,paid
256,127,8,2024-06-13,58.0,11.02,69.02,69.02,0.0,paid
257,128,74,2024-08-01,32435.0,6162.65,38597.65,38597.65,0.0,paid
258,128,74,2024-08-31,32435.0,6162.65,38597.65,38597.65,0.0,paid
259,129,5,2025-01-28,2985.0,567.15,3552.15,3552.15,0.0,paid
260,130,42,2024-01-18,6487.0,1232.53,7719.53,7719.53,0.0,paid
261,130,42,2024-02-17,6487.0,1232.53,7719.53,7719.53,0.0,paid
262,130,42,2024-03-18,6487.0,1232.53,7719.53,7719.53,0.0,paid
263,131,33,2024-02-22,27944.0,5309.36,33253.36,33253.36,0.0,paid
264,132,32,2024-08-23,40419.0,7679.61,48098.61,48098.61,0.0,paid
265,132,32,2024-09-22,40419.0,7679.61,48098.61,48098.61,0.0,paid
266,133,79,2024-02-02,2189.0,415.91,2604.91,2604.91,0.0,paid
267,134,7,2024-07-04,1592.0,302.48,1894.48,1894.48,0.0,paid
268,134,7,2024-08-03,1592.0,302.48,1894.48,1894.48,0.0,paid
269,134,7,2024-09-02,1592.0,302.48,1894.48,1894.48,0.0,paid
270,135,36,2024-04-11,29.0,5.51,34.51,34.51,0.0,paid
271,135,36,2024-05-11,29.0,5.51,34.51,34.51,0.0,paid
272,135,36,2024-06-10,29.0,5.51,34.51,0.0,34.51,open
273,136,74,2024-02-05,29.0,5.51,34.51,0.0,34.51,open
274,136,74,2024-03-06,29.0,5.51,34.51,34.51,0.0,paid
275,137,18,2024-02-04,87.0,16.53,103.53,103.53,0.0,paid
276,138,37,2024-01-18,29441.0,5593.79,35034.79,0.0,35034.79,open
277,138,37,2024-02-17,29441.0,5593.79,35034.79,0.0,35034.79,open
278,138,37,2024-03-18,29441.0,5593.79,35034.79,35034.79,0.0,paid
279,139,51,2024-12-25,395.0,75.05,470.05,470.05,0.0,paid
280,139,51,2025-01-24,395.0,75.05,470.05,0.0,470.05,open
281,139,51,2025-02-23,395.0,75.05,470.05,470.05,0.0,paid
282,140,73,2024-04-10,237.0,45.03,282.03,282.03,0.0,paid
283,141,60,2024-05-11,597.0,113.43,710.43,710.43,0.0,paid
284,141,60,2024-06-10,597.0,113.43,710.43,710.43,0.0,paid
285,141,60,2024-07-10,597.0,113.43,710.43,710.43,0.0,paid
286,142,51,2024-12-20,1592.0,302.48,1894.48,1894.48,0.0,paid
287,142,51,2025-01-19,1592.0,302.48,1894.48,1894.48,0.0,paid
288,143,56,2024-04-09,9980.0,1896.2,11876.2,11876.2,0.0,paid
289,144,10,2024-10-14,1592.0,302.48,1894.48,1894.48,0.0,paid
290,145,19,2024-07-01,43413.0,8248.47,51661.47,51661.47,0.0,paid
291,145,19,2024-07-31,43413.0,8248.47,51661.47,51661.47,0.0,paid
292,146,44,2024-03-14,395.0,75.05,470.05,470.05,0.0,paid
293,146,44,2024-04-13,395.0,75.05,470.05,470.05,0.0,paid
294,147,14,2024-09-03,29441.0,5593.79,35034.79,0.0,35034.79,open
295,147,14,2024-10-03,29441.0,5593.79,35034.79,35034.79,0.0,paid
296,147,14,2024-11-02,29441.0,5593.79,35034.79,35034.79,0.0,paid
297,148,56,2024-08-05,87.0,16.53,103.53,103.53,0.0,paid
298,149,22,2024-03-07,87.0,16.53,103.53,0.0,103.53,open
299,150,12,2024-07-15,19461.0,3697.59,23158.59,23158.59,0.0,paid
300,150,12,2024-08-14,19461.0,3697.59,23158.59,23158.59,0.0,paid
301,150,12,2024-09-13,19461.0,3697.59,23158.59,23158.59,0.0,paid
302,151,10,2024-10-20,58.0,11.02,69.02,69.02,0.0,paid
303,152,52,2024-05-10,58.0,11.02,69.02,69.02,0.0,paid
304,152,52,2024-06-09,58.0,11.02,69.02,69.02,0.0,paid
305,153,47,2024-01-07,796.0,151.24,947.24,947.24,0.0,paid
306,153,47,2024-02-06,796.0,151.24,947.24,0.0,947.24,open
307,153,47,2024-03-07,796.0,151.24,947.24,947.24,0.0,paid
308,154,76,2024-05-18,316.0,60.04,376.04,0.0,376.04,open
309,154,76,2024-06-17,316.0,60.04,376.04,376.04,0.0,paid
310,154,76,2024-07-17,316.0,60.04,376.04,0.0,376.04,open
311,155,38,2024-10-05,237.0,45.03,282.03,0.0,282.03,open
312,155,38,2024-11-04,237.0,45.03,282.03,282.03,0.0,paid
313,155,38,2024-12-04,237.0,45.03,282.03,282.03,0.0,paid
314,156,7,2024-07-21,29.0,5.51,34.51,34.51,0.0,paid
315,157,22,2024-10-29,8483.0,1611.77,10094.77,10094.77,0.0,paid
316,157,22,2024-11-28,8483.0,1611.77,10094.77,0.0,10094.77,open
317,157,22,2024-12-28,8483.0,1611.77,10094.77,10094.77,0.0,paid
318,158,7,2024-06-22,58.0,11.02,69.02,69.02,0.0,paid
319,158,7,2024-07-22,58.0,11.02,69.02,69.02,0.0,paid
320,158,7,2024-08-21,58.0,11.02,69.02,0.0,69.02,open
321,159,25,2024-11-06,16467.0,3128.73,19595.73,19595.73,0.0,paid
322,160,20,2024-06-25,87.0,16.53,103.53,103.53,0.0,paid
323,161,58,2024-11-08,58.0,11.02,69.02,0.0,69.02,open
324,161,58,2024-12-08,58.0,11.02,69.02,69.02,0.0,paid
325,162,58,2024-08-02,29.0,5.51,34.51,34.51,0.0,paid
326,163,10,2024-11-28,1592.0,302.48,1894.48,1894.48,0.0,paid
327,164,64,2024-12-04,58.0,11.02,69.02,69.02,0.0,paid
328,164,64,2025-01-03,58.0,11.02,69.02,0.0,69.02,open
329,164,64,2025-02-02,58.0,11.02,69.02,0.0,69.02,open
330,165,16,2024-06-11,995.0,189.05,1184.05,1184.05,0.0,paid
331,165,16,2024-07-11,995.0,189.05,1184.05,1184.05,0.0,paid
332,166,4,2024-11-30,79.0,15.01,94.01,0.0,94.01,open
333,166,4,2024-12-30,79.0,15.01,94.01,94.01,0.0,paid
334,166,4,2025-01-29,79.0,15.01,94.01,0.0,94.01,open
335,167,63,2025-01-03,158.0,30.02,188.02,188.02,0.0,paid
336,167,63,2025-02-02,158.0,30.02,188.02,0.0,188.02,open
337,168,10,2024-05-18,29.0,5.51,34.51,34.51,0.0,paid
338,169,78,2024-05-15,21457.0,4076.83,25533.83,0.0,25533.83,open
339,170,1,2025-01-27,597.0,113.43,710.43,710.43,0.0,paid
340,171,77,2024-09-16,34930.0,6636.7,41566.7,41566.7,0.0,paid
341,171,77,2024-10-16,34930.0,6636.7,41566.7,0.0,41566.7,open
342,172,32,2024-08-29,16467.0,3128.73,19595.73,19595.73,0.0,paid
343,172,32,2024-09-28,16467.0,3128.73,19595.73,19595.73,0.0,paid
344,172,32,2024-10-28,16467.0,3128.73,19595.73,19595.73,0.0,paid
345,173,65,2024-01-15,29.0,5.51,34.51,34.51,0.0,paid
346,173,65,2024-02-14,29.0,5.51,34.51,34.51,0.0,paid
347,174,56,2024-08-15,4776.0,907.44,5683.44,0.0,5683.44,open
348,174,56,2024-09-14,4776.0,907.44,5683.44,5683.44,0.0,paid
349,175,78,2024-03-31,23952.0,4550.88,28502.88,28502.88,0.0,paid
350,176,41,2024-08-03,2189.0,415.91,2604.91,0.0,2604.91,open
351,177,77,2024-08-18,47405.0,9006.95,56411.95,56411.95,0.0,paid
352,177,77,2024-09-17,47405.0,9006.95,56411.95,56411.95,0.0,paid
353,177,77,2024-10-17,47405.0,9006.95,56411.95,56411.95,0.0,paid
354,178,52,2024-05-05,790.0,150.1,940.1,940.1,0.0,paid
355,179,77,2024-01-24,2786.0,529.34,3315.34,3315.34,0.0,paid
356,179,77,2024-02-23,2786.0,529.34,3315.34,3315.34,0.0,paid
357,180,5,2025-02-01,47405.0,9006.95,56411.95,56411.95,0.0,paid
358,181,79,2024-10-15,39920.0,7584.8,47504.8,0.0,47504.8,open
359,182,21,2024-11-17,27445.0,5214.55,32659.55,32659.55,0.0,paid
360,183,34,2024-11-22,87.0,16.53,103.53,103.53,0.0,paid
361,184,60,2024-08-11,553.0,105.07,658.07,658.07,0.0,paid
362,184,60,2024-09-10,553.0,105.07,658.07,658.07,0.0,paid
363,185,10,2024-05-01,158.0,30.02,188.02,188.02,0.0,paid
364,185,10,2024-05-31,158.0,30.02,188.02,188.02,0.0,paid
365,186,72,2024-06-17,395.0,75.05,470.05,470.05,0.0,paid
366,186,72,2024-07-17,395.0,75.05,470.05,470.05,0.0,paid
367,186,72,2024-08-16,395.0,75.05,470.05,470.05,0.0,paid
368,187,54,2024-02-04,237.0,45.03,282.03,282.03,0.0,paid
369,187,54,2024-03-05,237.0,45.03,282.03,282.03,0.0,paid
370,188,37,2024-09-25,29.0,5.51,34.51,34.51,0.0,paid
371,188,37,2024-10-25,29.0,5.51,34.51,34.51,0.0,paid
372,188,37,2024-11-24,29.0,5.51,34.51,0.0,34.51,open
