entry_id,project_id,employee_id,worked_on,hours,hourly_rate,bill_amount,billable
252,26,18,2025-03-03,1.0,70.0,70.0,false
253,26,16,2025-01-13,4.0,175.0,700.0,true
254,26,16,2025-04-11,1.0,175.0,175.0,true
255,26,16,2025-04-25,2.0,175.0,350.0,true
256,26,18,2025-03-09,4.0,70.0,280.0,true
257,26,16,2025-02-18,4.0,175.0,700.0,true
258,26,18,2025-06-16,8.0,70.0,560.0,true
259,27,27,2025-05-07,4.0,70.0,280.0,true
260,27,6,2025-02-22,6.0,160.0,960.0,true
261,27,50,2025-03-05,1.0,145.0,145.0,true
262,27,27,2025-04-18,1.0,70.0,70.0,false
263,27,27,2025-05-30,2.0,70.0,140.0,false
264,27,27,2025-06-28,8.0,70.0,560.0,false
265,27,7,2025-01-27,8.0,175.0,1400.0,true
266,28,54,2025-06-05,4.0,70.0,280.0,true
267,28,5,2025-03-29,8.0,145.0,1160.0,true
268,28,39,2025-01-30,1.0,115.0,115.0,true
269,28,27,2025-01-27,1.0,70.0,70.0,true
270,28,54,2025-06-21,2.0,70.0,140.0,true
271,28,27,2025-07-03,2.0,70.0,140.0,false
272,28,5,2025-04-06,4.0,145.0,580.0,true
273,28,54,2025-04-08,6.0,70.0,420.0,false
274,28,23,2025-05-23,2.0,145.0,290.0,true
275,28,27,2025-01-14,2.0,70.0,140.0,true
276,28,39,2025-05-01,2.0,115.0,230.0,true
277,28,27,2025-05-13,6.0,70.0,420.0,false
278,28,23,2025-05-01,6.0,145.0,870.0,false
279,28,54,2025-06-22,6.0,70.0,420.0,false
280,29,6,2025-01-07,6.0,160.0,960.0,true
281,29,6,2025-01-22,4.0,160.0,640.0,true
282,29,6,2025-02-08,2.0,160.0,320.0,true
283,29,30,2025-05-17,8.0,115.0,920.0,true
284,29,59,2025-06-16,2.0,145.0,290.0,true
285,29,59,2025-05-20,1.0,145.0,145.0,true
286,29,30,2025-03-09,4.0,115.0,460.0,true
287,29,59,2025-06-01,1.0,145.0,145.0,true
288,29,59,2025-03-16,1.0,145.0,145.0,true
289,29,59,2025-04-25,1.0,145.0,145.0,true
290,29,6,2025-05-12,6.0,160.0,960.0,true
291,29,30,2025-01-09,2.0,115.0,230.0,true
292,30,18,2025-05-19,2.0,70.0,140.0,true
293,30,1,2025-03-06,6.0,85.0,510.0,true
294,30,18,2025-02-03,1.0,70.0,70.0,true
295,30,18,2025-06-10,1.0,70.0,70.0,true
296,30,18,2025-04-29,8.0,70.0,560.0,true
297,30,1,2025-01-06,8.0,85.0,680.0,true
298,30,1,2025-01-19,2.0,85.0,170.0,true
299,30,18,2025-06-11,6.0,70.0,420.0,false
300,30,1,2025-03-10,6.0,85.0,510.0,true
301,30,18,2025-06-21,2.0,70.0,140.0,false
302,31,20,2025-05-06,1.0,100.0,100.0,true
303,31,20,2025-06-04,2.0,100.0,200.0,true
304,31,7,2025-01-15,2.0,175.0,350.0,true
305,31,20,2025-02-23,6.0,100.0,600.0,true
306,31,57,2025-02-09,1.0,115.0,115.0,true
307,31,7,2025-05-16,6.0,175.0,1050.0,true
308,31,57,2025-01-31,8.0,115.0,920.0,true
309,31,20,2025-07-03,2.0,100.0,200.0,true
310,31,57,2025-04-28,1.0,115.0,115.0,true
311,31,57,2025-02-17,2.0,115.0,230.0,true
312,31,7,2025-05-07,4.0,175.0,700.0,false
313,31,57,2025-04-14,1.0,115.0,115.0,true
314,31,7,2025-06-30,8.0,175.0,1400.0,true
315,32,55,2025-04-01,2.0,85.0,170.0,true
316,32,41,2025-05-09,2.0,145.0,290.0,true
317,32,36,2025-06-17,2.0,70.0,140.0,true
318,32,55,2025-04-26,8.0,85.0,680.0,true
319,32,55,2025-05-09,8.0,85.0,680.0,true
320,32,46,2025-01-19,4.0,85.0,340.0,true
321,32,39,2025-03-30,6.0,115.0,690.0,true
322,32,46,2025-05-19,4.0,85.0,340.0,true
323,33,38,2025-01-17,4.0,100.0,400.0,false
324,33,58,2025-05-28,2.0,130.0,260.0,true
325,33,47,2025-01-23,6.0,100.0,600.0,false
326,33,38,2025-03-04,4.0,100.0,400.0,false
327,33,27,2025-05-22,2.0,70.0,140.0,true
328,33,2,2025-03-06,2.0,100.0,200.0,true
329,34,60,2025-01-27,2.0,160.0,320.0,true
330,34,13,2025-04-16,2.0,130.0,260.0,true
331,34,13,2025-06-21,4.0,130.0,520.0,true
332,34,22,2025-05-17,1.0,130.0,130.0,true
333,34,59,2025-02-16,4.0,145.0,580.0,true
334,34,60,2025-04-22,8.0,160.0,1280.0,true
335,34,13,2025-04-16,4.0,130.0,520.0,true
336,34,13,2025-05-26,2.0,130.0,260.0,true
337,34,60,2025-03-04,4.0,160.0,640.0,true
338,34,13,2025-04-26,6.0,130.0,780.0,true
339,35,2,2025-06-09,6.0,100.0,600.0,true
340,35,60,2025-05-29,2.0,160.0,320.0,true
341,35,2,2025-06-05,6.0,100.0,600.0,true
342,35,51,2025-02-03,2.0,160.0,320.0,true
343,35,28,2025-06-21,8.0,85.0,680.0,false
344,35,28,2025-01-09,2.0,85.0,170.0,true
345,35,28,2025-02-27,8.0,85.0,680.0,true
346,35,2,2025-02-05,2.0,100.0,200.0,true
347,35,60,2025-06-09,2.0,160.0,320.0,false
348,35,60,2025-01-10,6.0,160.0,960.0,true
349,35,60,2025-01-22,1.0,160.0,160.0,true
350,35,28,2025-03-16,8.0,85.0,680.0,true
351,35,2,2025-02-27,1.0,100.0,100.0,true
352,35,2,2025-02-10,2.0,100.0,200.0,true
353,36,45,2025-06-15,2.0,70.0,140.0,true
354,36,4,2025-06-25,1.0,130.0,130.0,true
355,36,49,2025-04-03,2.0,130.0,260.0,true
356,36,45,2025-04-06,4.0,70.0,280.0,true
357,36,45,2025-03-17,6.0,70.0,420.0,true
358,36,49,2025-04-21,2.0,130.0,260.0,true
359,36,45,2025-02-06,1.0,70.0,70.0,true
360,37,26,2025-03-15,6.0,190.0,1140.0,false
361,37,37,2025-01-26,6.0,85.0,510.0,true
362,37,26,2025-04-16,8.0,190.0,1520.0,true
363,37,60,2025-04-22,8.0,160.0,1280.0,true
364,37,5,2025-06-13,6.0,145.0,870.0,true
365,37,37,2025-03-17,2.0,85.0,170.0,true
366,37,37,2025-02-03,2.0,85.0,170.0,true
367,37,5,2025-01-20,1.0,145.0,145.0,true
368,37,5,2025-01-30,4.0,145.0,580.0,true
369,37,5,2025-05-20,6.0,145.0,870.0,true
370,37,40,2025-02-25,2.0,130.0,260.0,true
371,37,40,2025-06-02,1.0,130.0,130.0,false
372,37,26,2025-04-07,8.0,190.0,1520.0,false
373,38,29,2025-01-28,4.0,100.0,400.0,false
374,38,29,2025-06-06,8.0,100.0,800.0,true
375,38,29,2025-04-12,6.0,100.0,600.0,false
376,38,18,2025-05-10,4.0,70.0,280.0,false
377,38,29,2025-04-18,2.0,100.0,200.0,true
378,38,29,2025-03-06,8.0,100.0,800.0,true
379,38,18,2025-05-11,4.0,70.0,280.0,true
380,39,9,2025-02-12,1.0,70.0,70.0,true
381,39,32,2025-02-23,8.0,145.0,1160.0,true
382,39,32,2025-02-18,6.0,145.0,870.0,true
383,39,9,2025-04-02,1.0,70.0,70.0,true
384,39,9,2025-05-26,6.0,70.0,420.0,true
385,39,9,2025-06-07,8.0,70.0,560.0,true
386,39,22,2025-01-11,8.0,130.0,1040.0,false
387,40,29,2025-02-05,1.0,100.0,100.0,true
388,40,23,2025-01-24,6.0,145.0,870.0,true
389,40,29,2025-02-06,6.0,100.0,600.0,true
390,40,59,2025-07-04,4.0,145.0,580.0,true
391,40,29,2025-04-24,6.0,100.0,600.0,true
392,40,59,2025-01-27,6.0,145.0,870.0,true
393,40,30,2025-05-12,4.0,115.0,460.0,true
394,40,29,2025-04-17,4.0,100.0,400.0,true
395,40,29,2025-06-12,4.0,100.0,400.0,true
396,40,59,2025-05-12,6.0,145.0,870.0,false
397,40,23,2025-03-30,1.0,145.0,145.0,true
398,40,59,2025-01-17,4.0,145.0,580.0,true
399,41,42,2025-04-03,1.0,160.0,160.0,true
400,41,13,2025-02-21,1.0,130.0,130.0,false
401,41,13,2025-05-02,8.0,130.0,1040.0,true
402,41,13,2025-01-29,2.0,130.0,260.0,false
403,41,13,2025-06-30,4.0,130.0,520.0,true
404,41,42,2025-04-02,8.0,160.0,1280.0,true
405,41,42,2025-01-14,2.0,160.0,320.0,true
406,41,42,2025-02-16,6.0,160.0,960.0,true
407,41,42,2025-03-15,4.0,160.0,640.0,true
408,42,7,2025-04-03,6.0,175.0,1050.0,false
409,42,50,2025-06-29,4.0,145.0,580.0,true
410,42,7,2025-02-15,4.0,175.0,700.0,true
411,42,7,2025-01-16,2.0,175.0,350.0,false
412,42,3,2025-06-21,6.0,115.0,690.0,true
413,42,46,2025-06-30,8.0,85.0,680.0,true
414,42,50,2025-04-13,8.0,145.0,1160.0,true
415,42,50,2025-04-25,2.0,145.0,290.0,true
416,42,3,2025-02-18,4.0,115.0,460.0,true
417,42,3,2025-01-11,6.0,115.0,690.0,false
418,42,3,2025-04-20,1.0,115.0,115.0,true
419,42,50,2025-01-16,8.0,145.0,1160.0,true
420,43,39,2025-02-10,4.0,115.0,460.0,false
421,43,39,2025-02-24,4.0,115.0,460.0,false
422,43,39,2025-03-13,8.0,115.0,920.0,true
423,43,44,2025-06-23,1.0,190.0,190.0,true
424,43,44,2025-03-03,8.0,190.0,1520.0,true
425,43,46,2025-02-16,2.0,85.0,170.0,true
426,43,39,2025-01-29,2.0,115.0,230.0,true
427,44,26,2025-04-23,6.0,190.0,1140.0,true
428,44,10,2025-05-19,1.0,85.0,85.0,false
429,44,32,2025-03-20,1.0,145.0,145.0,true
430,44,10,2025-04-04,8.0,85.0,680.0,false
431,44,32,2025-05-14,8.0,145.0,1160.0,false
432,44,5,2025-05-08,8.0,145.0,1160.0,false
433,44,17,2025-02-26,2.0,190.0,380.0,true
434,44,26,2025-05-25,2.0,190.0,380.0,true
435,44,10,2025-06-09,4.0,85.0,340.0,true
436,44,26,2025-04-04,2.0,190.0,380.0,false
437,44,10,2025-03-27,2.0,85.0,170.0,true
438,44,26,2025-01-19,2.0,190.0,380.0,true
439,44,10,2025-01-30,2.0,85.0,170.0,true
440,44,5,2025-02-06,1.0,145.0,145.0,true
441,45,31,2025-03-05,8.0,130.0,1040.0,true
442,45,31,2025-03-24,6.0,130.0,780.0,true
443,45,60,2025-01-14,2.0,160.0,320.0,true
444,45,31,2025-01-26,8.0,130.0,1040.0,false
445,45,60,2025-04-26,6.0,160.0,960.0,true
446,45,31,2025-02-09,4.0,130.0,520.0,true
447,45,60,2025-05-17,2.0,160.0,320.0,true
448,45,60,2025-05-05,4.0,160.0,640.0,true
449,45,60,2025-04-02,1.0,160.0,160.0,true
450,45,60,2025-05-12,6.0,160.0,960.0,true
451,45,60,2025-04-07,2.0,160.0,320.0,true
452,46,36,2025-04-22,6.0,70.0,420.0,true
453,46,36,2025-02-24,4.0,70.0,280.0,true
454,46,8,2025-07-02,2.0,190.0,380.0,true
455,46,8,2025-02-17,1.0,190.0,190.0,true
456,46,36,2025-01-27,4.0,70.0,280.0,true
457,46,8,2025-05-07,1.0,190.0,190.0,true
458,46,36,2025-02-01,8.0,70.0,560.0,true
459,46,8,2025-03-20,1.0,190.0,190.0,true
460,46,36,2025-06-05,1.0,70.0,70.0,true
461,46,36,2025-06-11,1.0,70.0,70.0,true
462,46,8,2025-06-27,6.0,190.0,1140.0,true
463,47,46,2025-04-09,4.0,85.0,340.0,true
464,47,59,2025-06-05,2.0,145.0,290.0,true
465,47,46,2025-01-06,8.0,85.0,680.0,false
466,47,7,2025-02-16,8.0,175.0,1400.0,true
467,47,46,2025-05-02,1.0,85.0,85.0,true
468,47,7,2025-04-25,4.0,175.0,700.0,true
469,47,59,2025-04-08,6.0,145.0,870.0,true
470,47,59,2025-03-25,2.0,145.0,290.0,true
471,47,7,2025-05-01,1.0,175.0,175.0,false
472,48,33,2025-04-06,1.0,160.0,160.0,true
473,48,18,2025-05-07,4.0,70.0,280.0,true
474,48,57,2025-05-25,8.0,115.0,920.0,true
475,48,57,2025-02-17,6.0,115.0,690.0,true
476,48,18,2025-06-05,6.0,70.0,420.0,false
477,48,57,2025-02-25,2.0,115.0,230.0,true
478,48,33,2025-02-26,6.0,160.0,960.0,true
479,49,39,2025-01-25,1.0,115.0,115.0,true
480,49,39,2025-03-18,1.0,115.0,115.0,true
481,49,39,2025-05-16,6.0,115.0,690.0,true
482,49,39,2025-01-16,6.0,115.0,690.0,true
483,49,39,2025-03-15,8.0,115.0,920.0,true
484,49,57,2025-01-13,6.0,115.0,690.0,true
485,49,39,2025-02-23,8.0,115.0,920.0,false
486,49,10,2025-02-06,1.0,85.0,85.0,true
487,49,10,2025-01-22,4.0,85.0,340.0,true
488,50,33,2025-06-10,6.0,160.0,960.0,true
489,50,24,2025-02-01,1.0,160.0,160.0,true
490,50,11,2025-01-06,6.0,100.0,600.0,true
491,50,11,2025-06-27,6.0,100.0,600.0,true
492,50,14,2025-02-20,6.0,145.0,870.0,true
493,50,14,2025-04-20,6.0,145.0,870.0,true
494,50,24,2025-06-19,4.0,160.0,640.0,true
495,50,11,2025-05-29,4.0,100.0,400.0,true
496,51,39,2025-02-28,8.0,115.0,920.0,true
497,51,56,2025-02-15,4.0,100.0,400.0,true
498,51,15,2025-06-27,6.0,160.0,960.0,false
499,51,15,2025-06-06,2.0,160.0,320.0,true
500,51,56,2025-01-16,2.0,100.0,200.0,true
501,51,39,2025-02-06,6.0,115.0,690.0,false
502,51,15,2025-03-22,2.0,160.0,320.0,true
503,51,15,2025-01-26,1.0,160.0,160.0,true
504,51,48,2025-04-30,2.0,115.0,230.0,true
505,51,39,2025-03-01,2.0,115.0,230.0,true
506,51,15,2025-01-07,2.0,160.0,320.0,false
507,52,30,2025-02-11,8.0,115.0,920.0,true
508,52,30,2025-02-26,2.0,115.0,230.0,true
509,52,30,2025-04-06,6.0,115.0,690.0,true
510,52,2,2025-03-12,4.0,100.0,400.0,true
511,52,2,2025-02-09,4.0,100.0,400.0,true
512,52,2,2025-05-07,1.0,100.0,100.0,true
513,52,30,2025-04-18,6.0,115.0,690.0,true
